strain	cluster	depth	ORF8_misStops	ORF8_deletions	ORF8_koType
USA/WA-Altius-ALTCOV-SNXN5HMOPGS62UR2/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21050638788/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060117067/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-FG-016793/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050642306/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8253/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8568/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052693223/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21042198078/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21081380396/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8561/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S9752/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/NM-NMDOH-2021114338/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061028865/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/HI-H211998/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX25930987/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/HI-H213375/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S9547/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060214875/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-67179/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052011563/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040934775/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041471378/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021033106599/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-3CWLDEIP2RVQRJCC/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S6387/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-B3OJI5VYZKSP2RT4/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0035294/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050313712/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051991861/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050479800/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8661/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5831/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68601/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-HBAZ6XFMWTIZ5ZCB/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7571/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21042081049/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-67371/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021033006141/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042998875/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-69359/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-66811/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8834/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5990/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040932379/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21051830304/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041972063/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68048/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040205551/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042382491/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041741805/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68695/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21050602332/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021033107453/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S11527/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-67257/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021033007754/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041998684/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S10000/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-FWHEG2MZYEDYCKA4/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000664/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-EYYEWGLUHAUU5QWI/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-AG-10113088/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-SALAWKTHKGLLKBHP/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040814352/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-67843/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21051450751/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-67532/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021033006871/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7149/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S6301/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8103/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68546/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021033104816/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042288726/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-67354/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-69269/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-5TDDKLXINSF2SCFX/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-YZZB6VMOJTRQEOEU/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042321485/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7468/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0033798/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S6072/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041048990/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000466/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-OCD2RIXS4I4MJ3QY/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-LPU7FIQEGFDYM7GJ/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050141798/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042701869/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0044959/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-65RT3RPFEIGD6URB/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-4D7MJ4GMYFQVUBBH/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-D4PBJFTM5Z6RW5BM/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060773629/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051752169/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040300119/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000929/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-RW65OYZ3K53TDETK/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-XKFTGDQHGGRNIHUM/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8823/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041227351/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052241184/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051308167/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8537/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21042609094/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-KL25Y3TNFIXM6KHM/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060333549/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-S6C5DMKPLFAHOGB7/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040108731/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/CA-CDPH-2000049567/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21061640567/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8228/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-CK4QZS4UVMYFM7EU/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042066813/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21050872830/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041927265/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-E5CH35U7ESL247CK/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-OHSU-212310313/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S9745/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S10016/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040565823/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052187512/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050129996/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041203608/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050681223/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PROV-1306/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000190/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21051036277/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0035367/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-PTJRJ37ELRRZXOGJ/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5883/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S6025/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S6980/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042351841/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000740/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041926184/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050612719/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050318710/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050349357/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-7NX4IV35TJPRTRSH/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/OR-OSPHL00701/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21050125451/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-SQPCMM4FGCFPN3UV/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052661655/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-FKZC5QTNAONKCSQB/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-RFWS4MBKDRQ7PTCW/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8283/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21051025448/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041522522/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21051475910/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060497210/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042417750/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000987/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041360290/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21050551552/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060181201/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061015615/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21061058304/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061787518/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050671202/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050388310/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-IETPHLHYNBW4J6TQ/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-CXWWMO72WICJQEE6/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-T64OUGWWOXEQJSAX/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042673025/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S9999/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050309096/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061037526/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S9248/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Liechtenstein/UHB-4208704401/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/NM-CDC-ASC210037056/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Serbia/Valjevo-641A39-2004/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Aruba/AW-RIVM-27515/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Aruba/AW-RIVM-20174/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Aruba/AW-RIVM-20156/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Aruba/AW-RIVM-23202/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Afghanistan/2870x0070_23808/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Suriname/SR-132/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Bonaire/BQ-RIVM-22613/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Bonaire/BQ-RIVM-25795/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-15570/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Bonaire/BQ-RIVM-21060/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Bonaire/BQ-RIVM-25828/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Bonaire/BQ-RIVM-25778/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Greece/17270/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-65372/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041958215/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5826/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-61737/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-67247/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-65722/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-67141/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S6925/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5657/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5655/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S6677/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SriLanka/CDR49/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Portugal/PT7523/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
England/QEUH-154101A/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Hungary/UD-P66/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Slovenia/196479/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
England/QEUH-13E9210/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Liechtenstein/UHB-4181325501/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Ethiopia/CERI-KRISP-K024781/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Barbados/77905/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Barbados/77897/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Barbados/59719/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
DRC/RDC-75/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Ghana/nCoV-TRA-725/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Iran/GRC-Ahv-12-123/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Iran/GRC-TI-01-108-Tehran/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Serbia/Beograd-952N22-0303/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Serbia/Aleksandrovac-Vencac-J323469-0103/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
BosniaandHerzegovina/EL281/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-FG-037189/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Israel/CVL-7304/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Oman/5219263/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Oman/5211886/2020	5	21	27971-27973:CAA>TAA	None	earlyStop
Jordan/Biolab0233/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Jordan/Biolab0227/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042708584/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041627548/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Germany/RP-RKI-I-173623/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
France/HDF-P166-21161M0373/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
France/HDF-IPP11276/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Tunisia/Tunis/D-3603/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Tunisia/Tunis/D-4074/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Italy/ABR-IZSGC-266581/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Libya/EMC-11/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Taiwan/NTU64/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
RepublicoftheCongo/RC-005/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SriLanka/CDR50/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SriLanka/aicbu462/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SriLanka/CMC109201/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Belgium/ULG-14342/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Iraq/DSeq-C27/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Madagascar/IPM-03433/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Philippines/PH-PGC-23993/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Philippines/PH-PGC-07838/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Guam/GU-CDC-2-4176710/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Philippines/PH-PGC-16708/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Lebanon/QIB-876/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Lebanon/QIB-894/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Jordan/Biolab0159/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Lebanon/QIB-140/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Jordan/Biolab0191/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Iraq/DSeq-C44/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Denmark/DCGC-52532/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Denmark/DCGC-52634/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Kuwait/KU-5667/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Lebanon/QIB-433/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Tunisia/Tunis/D-4060/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Portugal/PT7387/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Georgia/Tb-SNGS057/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Georgia/Tb-SNGS031/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-4138937-001/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5645/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0032031/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/DE-DHSS-B1090954/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/MD-MDH-1921/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-NJ5ABYTQI4ZIAXEZ/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042993213/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042644127/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/CT-Yale-6186/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/FL-CDC-STM-000072210/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WY-WYPHL-21038213/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/MO-MSPHL-000851/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000923/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-4QSAQFQAPTI6VISY/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060302748/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21061656837/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX25930957/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/KY-KSPHL-100941/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/KY-KSPHL-100657/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061444411/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68604/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/ND-NDDH-01517/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0059135/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0034476/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/AZ-CDC-STM-000052046/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX25952422/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-6CM6XQQRIEIIRUW6/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S9730/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-2FXD3MCJS3CCSQEK/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0052905/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8532/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051930118/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Germany/RP-RKI-I-107823/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
CzechRepublic/NRL_8033/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Luxembourg/LNS7064237/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Thailand/Bangkok_CU1398/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Slovakia/UKBA-2105/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
CzechRepublic/NRL_5312/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Latvia/2105025603/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
CentralAfricanRepublic/24458/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
CzechRepublic/NRL_7025/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Ukraine/HCL021165891401/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
BosniaandHerzegovina/KCUS70521/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Slovenia/21-9043/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Slovakia/12992/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Slovakia/10625/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Slovakia/12797/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Hungary/7311_8/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Azerbaijan/Aghayev-11/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Ukraine/HCL021165913401/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Germany/HH-RKI-I-081512/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Iceland/11645/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Iceland/11533/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040501208/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050109981/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
France/IDF-IPP04739/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
