strain	cluster	depth	ORF1a_misStops	ORF1a_deletions	ORF1a_koType
USA/NV-CDC-QDX31683047/2021	345	2	None	4543:4658	bigDeletion
Barbados/77896/2021	346	2	None	7671:7968	bigDeletion
USA/WA-S9687/2021	347	2	None	7111:7310	bigDeletion
USA/WA-S10012/2021	348	2	None	7131:7220	bigDeletion
USA/WA-S9570/2021	349	2	None	7108:7311	bigDeletion
AntiguaandBarbuda/81141/2021	350	2	None	7671:7968	bigDeletion
USA/NH-CDC-LC0239213/2021	351	2	None	6837:7002	bigDeletion
USA/MA-CDCBI-CRSP_PITQNBOQ63KFL7CI/2021	352	2	None	12502:12709	bigDeletion
USA/WA-S13104/2021	353	2	None	5167:5265	bigDeletion
USA/PA-CDC-ASC210181597/2021	354	2	None	6630:6690	bigDeletion
USA/WA-UW-21092133732/2021	355	2	None	1896:1962	bigDeletion
USA/WA-PHL-015629/2022	356	2	None	6859:7084	bigDeletion
Benin/481375/2021	357	2	None	5916:6041	bigDeletion
Colombia/VAC-CSB-1144048918/2021	358	2	None	9245:9290	bigDeletion
USA/WA-CDC-UW21110355998/2021	359	2	None	6555:6654	bigDeletion
USA/WA-CDC-LC0203253/2021	360	2	None	7078:7120	bigDeletion
USA/WA-S14529/2021	361	2	None	6879:7064	bigDeletion
Romania/DB-478505/2021	362	2	None	1657:1695	bigDeletion
Belize/CML-237/2021	363	2	None	6877:7058	bigDeletion
USA/WA-S14463/2021	363	2	None	6877:7058	bigDeletion
USA/WA-CDC-QDX30411274/2021	364	2	None	1312:1400	bigDeletion
Montenegro/CO-00596_MNE000_5837802102/2021	365	2	None	6398:6457	bigDeletion
England/QEUH-28D5570/2021	366	2	None	6859:7084	bigDeletion
Lithuania/LTU000_INMEDICA_983354/2021	367	2	None	6296:6457	bigDeletion
SierraLeone/CPHRL_SEQ_21_298/2021	368	2	None	4142:4322	bigDeletion
Cameroon/DO308035/2021	369	2	None	394:425	bigDeletion
Bulgaria/22BG-EU_014251_Pl135/2021	370	2	None	6398:6457	bigDeletion
Montenegro/CO-00596_MNE000_5832972102/2021	371	2	None	6294:6457	bigDeletion
Cyprus/CING_60_1711_Ni/2021	371	2	None	6294:6457	bigDeletion
BosniaandHerzegovina/VFS-UNSA-LMGFI122/2021	372	2	None	4555:4627	bigDeletion
Slovenia/563123/2021	373	2	None	6398:6457	bigDeletion
Gambia/92664/2021	374	2	None	6341:6594	bigDeletion
Croatia/14137/2021	375	2	None	569:619	bigDeletion
Guadeloupe/IPP51617/2021	376	2	None	6534:6765	bigDeletion
USA/WA-S14940/2021	377	2	None	6879:7064	bigDeletion
Suriname/SR-754/2021	378	2	None	6247:6507	bigDeletion
Suriname/SR-781/2021	378	2	None	6247:6507	bigDeletion
Croatia/17596/2021	379	2	None	6398:6457	bigDeletion
USA/WA-CDC-LC0200183/2021	380	2	None	6329:6370	bigDeletion
Honduras/479540-ICGES/2021	381	2	None	7117:7153	bigDeletion
Honduras/789343-ICGES/2021	381	2	None	7117:7153	bigDeletion
USA/WA-CDC-LC0385833/2021	382	2	None	4615:4659	bigDeletion
USA/NM-CDC-IBX026235600673/2022	383	2	None	6873:6926	bigDeletion
USA/WA-PHL-002802/2021	384	2	None	9245:9361	bigDeletion
USA/WA-S15855/2021	385	2	None	6879:7064	bigDeletion
USA/WA-S13420/2021	386	2	None	7106:7310	bigDeletion
USA/OH-CDC-ASC210628065/2021	387	2	None	6882:7063	bigDeletion
USA/RI-CDCBI-RIDOH_6UBXHDFXZJUPJFAR/2021	388	2	None	8007:8244	bigDeletion
USA/CO-CDC-MMB11694663/2021	389	2	None	9643:9687	bigDeletion
USA/MS-UMMC-M1504B6-515625/2021	390	2	None	7092:7311	bigDeletion
USA/WA-PHL-006650/2021	391	2	None	9245:9433	bigDeletion
Sudan/SS1770/2021	392	2	None	704:965	bigDeletion
USA/WA-CDC-UW21060375827/2021	393	2	None	2387:2514	bigDeletion
USA/WA-PHL-001093/2021	394	2	None	2242:2368	bigDeletion
USA/WA-S9047/2021	395	2	None	7109:7278	bigDeletion
USA/WA-UW-21100558934/2021	396	2	None	2383:2443	bigDeletion
USA/WA-CDC-UW21101181504/2021	397	4	None	2325:2359	bigDeletion
USA/WA-UW-21090257184/2021	397	4	None	2325:2359	bigDeletion
USA/WA-S12121/2021	397	4	None	2325:2359	bigDeletion
USA/WA-PHL-002983/2021	398	2	None	2242:2384	bigDeletion
USA/WA-S15097/2021	399	2	None	6885:7064	bigDeletion
USA/WA-CDC-UW21102002251/2021	400	2	None	2263:2359	bigDeletion
USA/WA-PHL-001001/2021	401	2	None	2263:2449	bigDeletion
USA/WA-S10217/2021	401	2	None	2263:2449	bigDeletion
USA/WA-S9837/2021	402	2	None	6868:6923	bigDeletion
USA/WA-CDC-UW21062495753/2021	403	2	None	2416:2469	bigDeletion
USA/WA-CDC-UW21061485151/2021	403	2	None	2416:2469	bigDeletion
USA/WA-CDC-UW21100302224/2021	404	2	None	4009:4043	bigDeletion
USA/WA-CDC-FG-096142/2021	405	2	None	2735:2788	bigDeletion
USA/WA-PHL-005488/2021	406	2	None	2242:2529	bigDeletion
USA/WA-PHL-003174/2021	406	2	None	2242:2529	bigDeletion
USA/WA-CDC-UW21081398313/2021	407	2	None	2263:2354	bigDeletion
USA/WA-CDC-UW21111066245/2021	408	3	None	2263:2375	bigDeletion
USA/WA-CDC-UW21111085038/2021	408	3	None	2263:2375	bigDeletion
USA/WA-CDC-FG-082148/2021	409	2	None	2745:2788	bigDeletion
USA/WA-S14291/2021	410	2	None	4400:4630	bigDeletion
USA/WA-PHL-002389/2021	411	2	None	2242:2451	bigDeletion
USA/WA-CDC-FG-081990/2021	412	2	None	9659:9778	bigDeletion
USA/WA-S14594/2021	413	2	None	2566:2675	bigDeletion
USA/WA-S15578/2021	414	2	None	6879:7064	bigDeletion
USA/WA-PHL-005599/2021	415	2	None	2242:2529	bigDeletion
USA/WA-S15413/2021	416	2	None	6879:7064	bigDeletion
USA/WA-PHL-009230/2021	417	4	None	2460:2501	bigDeletion
USA/WA-PHL-008153/2021	417	4	None	2460:2501	bigDeletion
USA/WA-PHL-007917/2021	417	4	None	2460:2501	bigDeletion
USA/WA-PHL-007888/2021	417	4	None	2460:2501	bigDeletion
USA/WA-UW-21072822391/2021	418	2	None	8745:8859	bigDeletion
USA/WA-UW-21111570717/2021	419	2	None	11068:11311	bigDeletion
USA/WA-S15548/2021	420	2	None	6880:7064	bigDeletion
USA/WA-PHL-005353/2021	421	2	None	6846:7058	bigDeletion
USA/WA-CDC-LC0349734/2021	422	2	None	6355:6399	bigDeletion
USA/WA-CDC-LC0366959/2021	423	2	None	6864:7002	bigDeletion
Jamaica/92131/2021	424	2	None	7671:7968	bigDeletion
USA/SC-CDC-LC0259663/2021	425	2	None	870:1061	bigDeletion
USA/ND-NDDH-8336/2021	426	2	None	6859:7084	bigDeletion
USA/WI-UW-6099/2021	427	2	None	4240:4979	bigDeletion
USA/WA-CDC-UW21090806036/2021	428	2	None	8776:8847	bigDeletion
USA/SD-SDPHL-0675/2021	429	2	None	6859:7084	bigDeletion
USA/WA-S15065/2021	430	2	None	6879:7064	bigDeletion
USA/SC-MUSC-04812/2021	431	2	None	3648:3689	bigDeletion
USA/WA-S14995/2021	432	2	None	6939:7064	bigDeletion
Tunisia/S-1474/2021	433	2	None	6859:7084	bigDeletion
Tunisia/S-1932/2021	433	2	None	6859:7084	bigDeletion
Tunisia/S-1047/2021	434	2	None	6247:6507	bigDeletion
Madagascar/LA2M-145185/2021	435	2	None	6886:7056	bigDeletion
Madagascar/LA2M-177815/2021	435	2	None	6886:7056	bigDeletion
Congo/BZV-LNSP-86/2022	436	2	None	2555:2714	bigDeletion
Switzerland/GE-HUG-35121510/2021	437	2	None	7110:7297	bigDeletion
Congo/FCRM-81-A1/2021	438	2	None	4240:4411	bigDeletion
Cyprus/BMV1538/2021	439	2	None	9025:9092	bigDeletion
Montenegro/CO-00357_MNE000_2303992102/2021	439	2	None	9025:9092	bigDeletion
Russia/MOW-PMVL-DZ-17139441759/2021	440	2	None	11048:11331	bigDeletion
Russia/MOW-PMVL-DZ-257865180/2021	441	2	None	6272:6364	bigDeletion
Montenegro/CO-00568_MNE000_5626462102/2021	442	2	None	6294:6457	bigDeletion
Cyprus/BMV1752/2021	443	2	None	9025:9091	bigDeletion
Cyprus/BMV1716/2021	443	2	None	9025:9091	bigDeletion
USA/WA-S15594/2021	444	2	None	6879:7064	bigDeletion
Ukraine/63196/2021	445	2	None	6829:7062	bigDeletion
Montenegro/CO-00568_MNE000_5741212102/2021	446	2	None	6294:6457	bigDeletion
PDL/IPP37484/2021	447	3	None	6950:6983	bigDeletion
PDL/IPP37485/2021	447	3	None	6950:6983	bigDeletion
Latvia/2112027199/2021	448	2	None	6398:6455	bigDeletion
Ecuador/UEES-UG-INTERLAB-7014081/2021	449	2	None	5158:5194	bigDeletion
USA/WA-PHL-006609/2021	450	2	None	7092:7332	bigDeletion
USA/WA-CDC-LC0210514/2021	451	2	None	7050:7120	bigDeletion
USA/WA-S14285/2021	452	2	None	4400:4627	bigDeletion
USA/CA-CDC-FG-064639/2021	453	2	None	2744:2788	bigDeletion
USA/IA-CDC-LC0191283/2021	454	2	None	6624:7120	bigDeletion
U.S.VirginIslands/VI-Yale-13847/2021	455	2	None	7044:7084	bigDeletion
USA/NJ-CDC-FG-133379/2021	456	2	None	2745:2788	bigDeletion
USA/WA-S14226/2021	457	2	None	6866:6995	bigDeletion
USA/CO-CDC-MMB09913465/2021	458	2	None	12718:12773	bigDeletion
USA/WA-CDC-UW21121340491/2021	459	2	None	6267:6402	bigDeletion
USA/AL-ADPH-ADPH_0692/2021	460	2	None	13394:13606	bigDeletion
USA/WA-CDC-LC0451393/2021	461	2	None	7078:7120	bigDeletion
USA/WA-CDC-FG-127466/2021	462	2	None	2745:2788	bigDeletion
USA/VT-CDCBI-CRSP_SCIHBRUPL2C4O2LA/2021	463	2	None	5914:6024	bigDeletion
TrinidadandTobago/100936/2021	464	2	None	2228:2508	bigDeletion
USA/OR-CDC-UW21120628940/2021	465	2	None	2243:2454	bigDeletion
USA/WA-CDC-QDX28575209/2021	466	2	None	7671:7768	bigDeletion
USA/MN-CDC-IBX522560399767/2021	467	2	None	7137:7168	bigDeletion
USA/SD-SDPHL-0455/2021	468	2	None	7035:7082	bigDeletion
USA/IA-CDC-ASC210650095/2022	468	2	None	7035:7082	bigDeletion
USA/WA-CDC-FG-184812/2021	469	2	None	2584:2632	bigDeletion
USA/WA-CDC-FG-127456/2021	470	3	None	2745:2788	bigDeletion
USA/WA-CDC-FG-141479/2021	470	3	None	2745:2788	bigDeletion
USA/WA-PHL-004477/2021	471	2	None	13378:13437	bigDeletion
USA/VT-CDCBI-CRSP_ABCSKJ37PDNXLDFY/2021	472	2	None	5914:6594	bigDeletion
USA/CA-CDPH-3000298367/2022	473	2	None	6880:6910	bigDeletion
USA/WA-S14247/2021	474	2	None	7091:7302	bigDeletion
USA/WA-CDC-UW21092534959/2021	475	2	None	7689:7810	bigDeletion
USA/WA-PHL-003295/2021	476	2	None	7122:7332	bigDeletion
USA/WA-CDC-LC0295835/2021	477	2	None	7050:7120	bigDeletion
USA/WA-S18275/2021	478	2	None	6879:7064	bigDeletion
USA/WA-S15465/2021	479	2	None	6879:7064	bigDeletion
USA/SC-CDC-MMB09249471/2021	480	2	None	6080:6119	bigDeletion
USA/WA-CDC-LC0310916/2021	481	2	None	7078:7120	bigDeletion
USA/WA-S14290/2021	482	2	None	6899:6932	bigDeletion
USA/WA-PHL-004053/2021	483	2	None	13417:13494	bigDeletion
USA/MA-MASPHL-09898/2021	484	2	None	6859:7084	bigDeletion
USA/AR-UAMS-V02047/2021	485	2	None	10429:11394	bigDeletion
USA/WA-CDC-FG-096403/2021	486	2	None	2745:2788	bigDeletion
USA/WA-S15369/2021	487	2	None	6880:6926	bigDeletion
USA/OH-CDC-ASC210454108/2021	488	2	None	6879:7066	bigDeletion
USA/ME-HETL-J10609/2021	489	2	None	7092:7332	bigDeletion
USA/WA-CDC-FG-140763/2021	490	2	None	2744:2788	bigDeletion
USA/WA-CDC-LC0247827/2021	491	2	None	7050:7120	bigDeletion
USA/WA-CDC-LC0315916/2021	492	2	None	6805:7120	bigDeletion
USA/WA-CDC-UW21120147392/2021	493	2	None	8656:8881	bigDeletion
USA/WA-Curative-122390/2021	494	2	None	3813:3878	bigDeletion
TrinidadandTobago/63604/2021	495	2	None	7671:7968	bigDeletion
USA/WA-S15103/2021	496	2	None	6879:7018	bigDeletion
USA/WA-PHL-003269/2021	497	2	None	250:342	bigDeletion
USA/WA-CDC-FG-166651/2021	498	2	None	2582:2632	bigDeletion
USA/WA-S18260/2021	499	2	None	6881:6943	bigDeletion
USA/WA-S15668/2021	499	2	None	6881:6943	bigDeletion
USA/WA-S15677/2021	499	2	None	6881:6943	bigDeletion
USA/WA-CDC-UW21110821014/2021	500	2	None	13391:13606	bigDeletion
USA/WA-S14943/2021	501	2	None	6879:7064	bigDeletion
USA/WA-S15418/2021	502	2	None	6880:6955	bigDeletion
USA/WA-S15162/2021	503	2	None	6879:7064	bigDeletion
USA/WA-CDC-FG-127228/2021	504	2	None	4600:4798	bigDeletion
USA/WA-CDC-LC0287253/2021	505	2	None	6535:7149	bigDeletion
USA/WA-S14099/2021	506	2	None	7067:7120	bigDeletion
USA/WA-CDC-LC0268347/2021	506	2	None	7067:7120	bigDeletion
USA/WA-CDC-FG-096159/2021	507	2	None	2661:2788	bigDeletion
USA/AZ-TG1321245/2021	508	2	None	9324:9472	bigDeletion
USA/WA-CDC-UW21112347610/2021	509	2	None	8662:8893	bigDeletion
USA/WA-OHSU-212360787/2021	510	2	None	5110:5194	bigDeletion
USA/NH-CDCBI-CRSP_NQ4XKDUZ5RWDA7XP/2021	511	2	None	8007:8269	bigDeletion
USA/WA-S15394/2021	512	3	None	6879:7063	bigDeletion
USA/WA-S15393/2021	512	3	None	6879:7063	bigDeletion
U.S.VirginIslands/VI-Yale-12701/2021	513	2	None	7044:7084	bigDeletion
USA/WA-CDC-LC0276385/2021	514	2	None	7227:7364	bigDeletion
USA/WA-S13718/2021	515	2	None	7105:7311	bigDeletion
USA/WA-CDC-UW21102396590/2021	516	2	None	6873:6943	bigDeletion
USA/WA-CDC-FG-133477/2021	517	2	None	2745:2788	bigDeletion
USA/WA-CDC-LC0427743/2021	518	2	None	6535:7120	bigDeletion
USA/WA-S18254/2021	519	2	None	6880:7064	bigDeletion
USA/WA-S9608/2021	520	2	None	7108:7311	bigDeletion
USA/WA-S13153/2021	521	2	None	7089:7201	bigDeletion
USA/WA-CDC-UW21121267523/2021	522	2	None	6867:6950	bigDeletion
USA/WA-S14930/2021	523	2	None	6879:7064	bigDeletion
USA/WA-S16156/2021	524	2	None	6880:7064	bigDeletion
USA/WA-UW-21070366749/2021	525	2	None	2565:2700	bigDeletion
USA/WA-CDC-LC0270880/2021	526	2	None	6329:6370	bigDeletion
USA/WA-CDC-QDX30411085/2021	527	2	None	1312:1400	bigDeletion
USA/WA-CDC-LC0315151/2021	528	2	None	6805:7120	bigDeletion
USA/WA-CDC-FG-133486/2021	529	2	None	2661:2788	bigDeletion
USA/WA-PHL-006957/2021	530	2	None	245:342	bigDeletion
USA/WA-PHL-005173/2021	531	2	None	13378:13550	bigDeletion
USA/WA-CDC-LC0206737/2021	532	2	None	984:1180	bigDeletion
USA/WA-UW-21080280402/2021	533	2	None	7236:7304	bigDeletion
USA/WA-S15009/2021	534	2	None	6893:6943	bigDeletion
USA/NJ-CDC-ASC210359902/2021	535	2	None	7140:7170	bigDeletion
Curacao/CW-RIVM-78542/2021	536	2	None	6247:6495	bigDeletion
USA/WA-OHSU-213502522/2021	537	2	None	7143:7311	bigDeletion
USA/WA-UW-21112520105/2021	538	2	None	8888:8944	bigDeletion
USA/WA-S15416/2021	539	2	None	6879:7064	bigDeletion
USA/WA-S14295/2021	540	2	None	6267:6467	bigDeletion
USA/WA-S15128/2021	541	2	None	6879:7012	bigDeletion
USA/WA-CDC-FG-141196/2021	542	2	None	2745:2788	bigDeletion
USA/WA-S15561/2021	543	2	None	6879:7064	bigDeletion
USA/WA-S10873/2021	544	2	None	3338:3376	bigDeletion
USA/WA-S15610/2021	545	2	None	6880:6996	bigDeletion
USA/WA-CDC-UW21100272123/2021	546	2	None	7733:7765	bigDeletion
USA/WA-CDC-UW21102323963/2021	547	2	None	7113:7181	bigDeletion
USA/WA-CDC-FG-133342/2021	548	2	None	2746:2788	bigDeletion
USA/WA-UW-21072796549/2021	549	2	None	4079:4146	bigDeletion
USA/WA-S13987/2021	550	2	None	2585:2675	bigDeletion
USA/WA-CDC-FG-133196/2021	551	2	None	2661:2788	bigDeletion
USA/WA-Curative-199033/2021	552	2	None	7187:7247	bigDeletion
USA/WA-S12160/2021	552	2	None	7187:7247	bigDeletion
USA/WA-S15057/2021	553	2	None	6879:7064	bigDeletion
USA/WA-S14925/2021	554	2	None	6879:7064	bigDeletion
USA/WA-CDC-UW21111105965/2021	555	2	None	3847:4050	bigDeletion
USA/WA-S14970/2021	556	2	None	6880:7064	bigDeletion
USA/WA-S15399/2021	556	2	None	6880:7064	bigDeletion
USA/WA-S10484/2021	557	2	None	7091:7311	bigDeletion
USA/WA-S15371/2021	558	2	None	6879:7064	bigDeletion
USA/WA-CDC-UW21110390396/2021	559	2	None	6845:6904	bigDeletion
USA/WA-CDC-LC0210936/2021	560	2	None	6720:7120	bigDeletion
USA/WA-S10468/2021	561	2	None	13458:13604	bigDeletion
USA/WA-PHL-004544/2021	561	2	None	13458:13604	bigDeletion
USA/WA-PHL-003745/2021	562	2	None	7189:7332	bigDeletion
USA/WA-CDC-FG-096298/2021	563	2	None	2745:2788	bigDeletion
USA/WA-TRACE-LEWI-082421-997/2021	564	2	None	10498:10529	bigDeletion
USA/WA-S18646/2021	565	2	None	2310:2356	bigDeletion
USA/WA-S18230/2021	566	2	None	6879:7064	bigDeletion
USA/WA-S565/2020	567	2	None	925:1134	bigDeletion
USA/CO-CDPHE-2003140101/2020	568	2	None	13307:13400	bigDeletion
Somalia/CV1235/2020	569	2	None	6767:6869	bigDeletion
Djibouti/NAMRU3_EB1/2020	570	2	None	3507:3795	bigDeletion
USA/NE-CUMC_20223142/2020	571	2	None	6846:7058	bigDeletion
USA/WA-PHL-028385/2020	572	2	None	3925:4008	bigDeletion
USA/WA-UW-22938/2020	573	2	None	10480:10510	bigDeletion
Mexico/SON-SEARCH-102550/2020	574	2	None	10198:10229	bigDeletion
USA/NH-Yale-1374/2020	575	2	None	7105:7310	bigDeletion
Haiti/34049/2020	576	2	None	1121:1170	bigDeletion
USA/WA-ASU72616/2020	577	2	None	6247:6507	bigDeletion
USA/WA-S4565/2021	578	2	None	7170:7300	bigDeletion
TrinidadandTobago/5338/2021	579	3	None	7671:7968	bigDeletion
TrinidadandTobago/1116/2020	579	3	None	7671:7968	bigDeletion
USA/WA-S1333/2020	580	2	None	538:653	bigDeletion
USA/WA-S1521/2020	581	2	None	309:376	bigDeletion
USA/WA-S890/2020	581	2	None	309:376	bigDeletion
Colombia/SUC-INS-VG-1153/2020	582	2	None	9245:9502	bigDeletion
Panama/GMI-PA572717/2020	583	2	None	6954:7181	bigDeletion
USA/AR-UNM-V00041/2021	584	2	None	6846:7058	bigDeletion
USA/WA-CDC-LC0073439/2021	585	2	None	7050:7120	bigDeletion
DominicanRepublic/UNIBE19/2021	586	2	None	6846:7058	bigDeletion
Colombia/VAC-K53/2021	587	2	None	7858:7968	bigDeletion
Colombia/MAG-INS-VG-1588/2021	588	2	None	4995:5287	bigDeletion
Nepal/70N/2020	589	2	None	8333:8619	bigDeletion
Timor-Leste/TL675/2021	590	2	None	8635:8913	bigDeletion
Timor-Leste/TL833/2021	591	2	None	8635:8686	bigDeletion
Singapore/1133/2020	592	2	None	8326:8725	bigDeletion
Iran/G01102/2020	593	2	None	2845:3166	bigDeletion
USA/WA-CDC-4010399-001/2020	594	2	None	1390:1463	bigDeletion
Pakistan/JRCGR_SCV-64/2020	595	2	None	6780:6827	bigDeletion
India/RJ-4521/2020	596	2	None	717:951	bigDeletion
Thailand/ChiangRai_NS0001/2020	597	2	None	7094:7127	bigDeletion
Malaysia/USM_Monash_JKNK_NCOV27754/2020	597	2	None	7094:7127	bigDeletion
NewZealand/20CV0065/2020	598	2	None	947:1128	bigDeletion
Guyana/50831/2021	599	2	None	7671:7968	bigDeletion
PuertoRico/PR-CDC-S18/2020	600	2	None	8665:8728	bigDeletion
USA/WV-WV118691/2020	600	2	None	8665:8728	bigDeletion
USA/NE-CUMC_20258039/2020	601	2	None	6969:7034	bigDeletion
USA/WA-UW-8800/2020	602	2	None	11231:11262	bigDeletion
USA/WA-UW-30920/2020	603	2	None	6741:6808	bigDeletion
Panama/507845-GMI/2020	604	2	None	7093:7332	bigDeletion
Russia/AST-CSP-EPIC-22595_S56/2020	605	2	None	9483:9546	bigDeletion
SriLanka/KDU0141/2020	606	2	None	7181:7327	bigDeletion
Zimbabwe/ZW-25/2020	607	2	None	8650:8879	bigDeletion
USA/VA-CDC-2-3998460/2021	608	2	None	6775:6814	bigDeletion
USA/TX-DSHS-0397/2020	609	2	None	5229:5263	bigDeletion
USA/DE-DHSS-F972766/2020	610	2	None	7241:7272	bigDeletion
USA/DE-DHSS-F970935/2020	611	2	None	2585:2832	bigDeletion
NorthernMarianaIslands/CDC-2-3831043/2020	612	2	None	5988:6024	bigDeletion
Austria/CeMM1340/2020	613	2	None	4995:5287	bigDeletion
USA/OK-QDX-2885/2020	614	2	None	8635:8913	bigDeletion
USA/WA-S746/2020	615	2	None	4124:4154	bigDeletion
Kenya/ILRI_COVC02760/2020	616	2	None	13378:13455	bigDeletion
Kenya/C54633/2020	617	3	None	4995:5287	bigDeletion
Kenya/C56541/2020	617	3	None	4995:5287	bigDeletion
USA/RI-RKL_006_20-119928_Mako_Medical/2020	618	2	None	3295:3343	bigDeletion
USA/WA-S4024/2021	619	2	None	7102:7311	bigDeletion
USA/WA-S5622/2021	620	2	None	7105:7311	bigDeletion
Djibouti/NAMRU3_004/2020	621	2	None	5296:5586	bigDeletion
USA/WA-S2916/2020	622	2	None	3747:3778	bigDeletion
USA/WA-S500/2020	623	2	None	1722:1779	bigDeletion
USA/AK-PHL23122/2020	624	2	None	6846:7058	bigDeletion
USA/WA-S5247/2020	625	2	None	7106:7311	bigDeletion
USA/WA-S2737/2020	626	2	None	1441:1632	bigDeletion
USA/CO-CDPHE-2008240288/2020	627	2	None	4044:4077	bigDeletion
USA/WA-OHSU-5737/2020	628	2	None	7124:7328	bigDeletion
USA/ND-USAFSAM-S240/2020	629	2	None	5314:5569	bigDeletion
USA/TN-2-23611-5/2020	630	2	None	7110:7311	bigDeletion
USA/MD-HP10181-PIDDYGJQSW/2020	631	2	None	4666:4966	bigDeletion
USA/WA-PHL-029331/2020	632	2	None	6247:6386	bigDeletion
USA/CO-CDPHE-2005200189/2020	633	2	None	8629:8676	bigDeletion
USA/WA-UW-13894/2020	634	3	None	7670:7724	bigDeletion
USA/WA-UW-16407/2020	634	3	None	7670:7724	bigDeletion
USA/WA-UW-9390/2020	635	2	None	7141:7178	bigDeletion
USA/WA-UW-10030/2020	635	2	None	7141:7178	bigDeletion
USA/DE-DHSS-F956390/2020	636	2	None	7111:7234	bigDeletion
USA/MI-MDHHS-SC21766/2020	637	2	None	5951:6175	bigDeletion
USA/WA-UW-31625/2020	638	2	None	6931:6974	bigDeletion
USA/UFH-40/2020	639	2	None	6636:6684	bigDeletion
Argentina/PAIS-G0014/2020	640	2	None	3183:3482	bigDeletion
USA/MI-MDHHS-SC21707/2020	641	2	None	5945:6176	bigDeletion
USA/WA-S2841/2020	642	2	None	6871:6935	bigDeletion
USA/WA-S2863/2020	643	2	None	308:350	bigDeletion
USA/DC-HP10580-PIDJKCAHCW/2020	644	2	None	6846:7058	bigDeletion
SaintLucia/47891/2020	645	2	None	5932:6197	bigDeletion
USA/WA-S9146/2020	646	2	None	7110:7311	bigDeletion
USA/WA-S9105/2020	647	2	None	7110:7311	bigDeletion
USA/WA-S5359/2020	648	2	None	7104:7252	bigDeletion
USA/WA-UW-27500/2020	649	2	None	232:266	bigDeletion
USA/WA-S4516/2021	650	2	None	7189:7282	bigDeletion
USA/WA-S2878/2020	651	2	None	189:690	bigDeletion
USA/WA-S3012/2020	652	2	None	6027:6083	bigDeletion
USA/WA-S2973/2020	653	2	None	1055:1129	bigDeletion
USA/WA-S3052/2020	654	2	None	566:708	bigDeletion
USA/WA-S783/2020	655	2	None	6945:6986	bigDeletion
USA/WA-UW-4588/2020	655	2	None	6945:6986	bigDeletion
USA/WA-UW-3954/2020	656	2	None	6917:6967	bigDeletion
USA/WA-UW-4917/2020	656	2	None	6917:6967	bigDeletion
USA/WA-UW-7012/2020	657	2	None	11075:11159	bigDeletion
USA/WA-UW-1483/2020	658	2	None	6778:6847	bigDeletion
USA/WA-S1646/2020	659	2	None	1483:1550	bigDeletion
USA/WA-S3022/2020	660	2	None	6900:6980	bigDeletion
Qatar/QA-QU_05-E3/2020	661	2	None	11668:11889	bigDeletion
Qatar/QA-WCMQ_FD18189993/2020	662	2	None	5157:5222	bigDeletion
SriLanka/cov3576/2020	663	2	None	9482:9560	bigDeletion
SriLanka/cov3563/2020	664	2	None	5947:6007	bigDeletion
SriLanka/CDRS33/2021	665	2	None	6844:6881	bigDeletion
USA/WA-UW-21042926387/2021	666	2	None	2793:2832	bigDeletion
USA/WA-S7734/2021	667	2	None	7231:7309	bigDeletion
USA/NE-TESTNE_A25DCBY/2021	668	2	None	4995:5287	bigDeletion
USA/WA-S9489/2021	669	2	None	7108:7181	bigDeletion
SouthAfrica/NHLS-UCT-PA-J004/2021	670	2	None	1021:1249	bigDeletion
Eswatini/N6832/2021	671	2	None	7085:7151	bigDeletion
Eswatini/N6831/2021	671	2	None	7085:7151	bigDeletion
Kenya/C81462/2021	672	2	None	704:965	bigDeletion
Zimbabwe/CERI-KRISP-K011529/2021	673	2	None	9852:9888	bigDeletion
Botswana/R8B45_BHP_CV2708315/2021	674	2	None	4995:5035	bigDeletion
HongKong/HKPU-00185/2021	675	2	None	8635:8913	bigDeletion
Botswana/R17B18_BHP_AAB56212/2021	676	2	None	5019:5249	bigDeletion
Zambia/ZMB-70147/2020	677	2	None	5232:5934	bigDeletion
Kenya/SS391/2021	678	2	None	7929:7968	bigDeletion
Pakistan/KRISS0035/2021	679	2	None	4995:5081	bigDeletion
Tanzania/KIDH-03B13/2021	680	2	None	6846:7332	bigDeletion
Seychelles/SS477/2021	681	2	None	1942:2205	bigDeletion
Seychelles/G40372/2021	682	2	None	7671:7968	bigDeletion
Kenya/C96439/2021	683	2	None	704:965	bigDeletion
Mauritius/P6084/2021	684	2	None	4067:4309	bigDeletion
EquatorialGuinea/95129/2021	685	3	None	703:756	bigDeletion
EquatorialGuinea/84953/2021	685	3	None	703:756	bigDeletion
EquatorialGuinea/93122/2021	685	3	None	703:756	bigDeletion
USA/WA-UW-65464/2021	686	2	None	7111:7311	bigDeletion
USA/WA-S4701/2021	687	2	None	7185:7311	bigDeletion
USA/WA-UW-64763/2021	688	2	None	13440:13500	bigDeletion
USA/WA-S6176/2021	689	2	None	7151:7311	bigDeletion
USA/WA-UW-62792/2021	690	2	None	7139:7193	bigDeletion
USA/WA-S4699/2021	691	2	None	7141:7311	bigDeletion
USA/WA-S7352/2021	692	2	None	6927:6974	bigDeletion
USA/WA-UW-62352/2021	693	2	None	5952:6013	bigDeletion
USA/WA-S4552/2021	694	2	None	7111:7311	bigDeletion
USA/WA-S3853/2021	695	2	None	7105:7311	bigDeletion
USA/WA-UW-59112/2021	696	2	None	11073:11307	bigDeletion
