strain	cluster	depth	ORF7b_misStops	ORF7b_deletions	ORF7b_koType
USA/LA-PHL-LAPH000381/2022	233	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22103135884/2022	234	4	None	27696:28228	bigDeletion
USA/WA-UW-22110334204/2022	234	4	None	27696:28228	bigDeletion
USA/WA-UW-22110426658/2022	234	4	None	27696:28228	bigDeletion
Reunion/LRE-ChuReu-722041795801/2022	235	2	None	27872:27926	bigDeletion
USA/WA-CDC-UW22032511394/2022	235	2	None	27872:27926	bigDeletion
USA/WA-UW-22041109514/2022	235	2	None	27872:27926	bigDeletion
USA/WA-UW-22052473507/2022	235	2	None	27872:27926	bigDeletion
USA/WA-UW-22051239205/2022	236	2	None	27872:27945	bigDeletion
Jamaica/JAM-UWIMicro-0727/2022	237	2	None	27723:27860	bigDeletion
USA/WA-UW-22051289191/2022	238	2	None	27872:27945	bigDeletion
USA/WA-CDC-LC0619462/2022	239	2	None	27394:28301	bigDeletion
USA/WA-UW-22051101900/2022	240	2	None	27872:27945	bigDeletion
USA/WA-UW-22041108831/2022	241	2	None	27872:27945	bigDeletion
India/MN-INSACOG-1425600233813/2022	242	2	None	27862:27908	bigDeletion
USA/WA-CDC-LC0573581/2022	243	2	None	27864:28142	bigDeletion
USA/WA-CDC-UW22032356394/2022	244	3	None	27776:28245	bigDeletion
USA/WA-CDC-LC0640461/2022	244	3	None	27776:28245	bigDeletion
USA/WA-UW-22071051338/2022	245	2	None	27629:27755	bigDeletion
USA/WA-UW-22041185778/2022	246	2	None	27872:27945	bigDeletion
USA/WA-UW-22041147489/2022	247	2	None	27872:27945	bigDeletion
Belarus/HO-CRIE-7740895199/2022	248	2	None	27857:28081	bigDeletion
Iceland/DCGN-0004076/2022	249	2	None	27854:28081	bigDeletion
USA/WA-UW-22051078059/2022	250	2	None	27872:27945	bigDeletion
Iceland/DCGN-0006290/2022	251	2	None	27854:28046	bigDeletion
USA/WA-CDC-UW22031717988/2022	252	2	None	27872:27945	bigDeletion
USA/WA-UW-22041166519/2022	253	2	None	27872:27945	bigDeletion
USA/WA-UW-22041132311/2022	254	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22030235474/2022	255	2	None	27872:27945	bigDeletion
USA/WA-UW-22052336361/2022	256	2	None	27872:27945	bigDeletion
USA/WA-UW-22051221311/2022	257	2	None	27872:27945	bigDeletion
USA/WA-UW-22052438323/2022	258	2	None	27872:27945	bigDeletion
India/WB-INSACOG-2032701957796/2021	259	2	None	27854:27933	bigDeletion
Nicaragua/CNDR-50865/2022	260	2	None	27405:27808	bigDeletion
USA/WA-UW-22061533100/2022	261	2	None	27860:27962	bigDeletion
USA/WA-UW-22041192983/2022	262	3	None	27872:27945	bigDeletion
USA/WA-UW-22052488632/2022	262	3	None	27872:27945	bigDeletion
USA/WA-UW-22052440269/2022	262	3	None	27872:27945	bigDeletion
USA/WA-CDC-LC0686430/2022	263	2	None	27689:28271	bigDeletion
USA/WA-UW-22041179774/2022	264	2	None	27872:27945	bigDeletion
Libya/86174-27/2022	265	2	None	27872:28254	bigDeletion
USA/WA-UW-22041175170/2022	266	2	None	27872:27945	bigDeletion
USA/WA-CDC-QDX35374746/2022	267	2	None	27868:27974	bigDeletion
USA/AK-PHL18937/2022	268	2	None	27856:28076	bigDeletion
USA/WA-UW-22041135426/2022	269	2	None	27872:27945	bigDeletion
USA/WA-UW-22041116881/2022	269	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22061308161/2022	270	2	None	27394:28230	bigDeletion
USA/WA-CDC-UW22020848844/2022	271	2	None	27872:27945	bigDeletion
USA/WA-S20166/2022	272	3	None	27395:28249	bigDeletion
USA/WA-CDC-UW22060895246/2022	272	3	None	27395:28249	bigDeletion
USA/WA-UW-22041198290/2022	273	2	None	27872:27945	bigDeletion
USA/WA-UW-22051286285/2022	274	2	None	27872:27945	bigDeletion
USA/WA-UW-22051904131/2022	274	2	None	27872:27945	bigDeletion
USA/WA-UW-22052550313/2022	274	2	None	27872:27945	bigDeletion
India/WB-INSACOG-1930302044818/2022	275	2	None	27855:27923	bigDeletion
USA/WA-UW-22041150163/2022	276	2	None	27872:27945	bigDeletion
USA/WA-UW-22041142186/2022	276	2	None	27872:27945	bigDeletion
USA/WA-UW-22041120129/2022	276	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22031169953/2022	277	2	None	27872:27945	bigDeletion
USA/WA-UW-22051209748/2022	278	2	None	27872:27945	bigDeletion
USA/WA-UW-22052485185/2022	279	2	None	27872:27945	bigDeletion
PuertoRico/UPRRP-7384/2022	280	2	None	27726:27759	bigDeletion
USA/TN-6-10682-5/2022	281	2	None	27527:28088	bigDeletion
USA/WA-CDC-UW22050610721/2022	282	2	None	27863:27995	bigDeletion
USA/WA-UW-22051035265/2022	283	2	None	27872:27945	bigDeletion
USA/WA-USAFSAM-S17122/2022	284	3	None	27884:28247	bigDeletion
USA/WA-CDC-UW22062183330/2022	284	3	None	27884:28247	bigDeletion
USA/WA-CDC-UW22062278498/2022	284	3	None	27884:28247	bigDeletion
DominicanRepublic/1904614-LNSPDD/2022	285	2	None	27737:28088	bigDeletion
USA/WA-UW-22051154800/2022	286	2	None	27872:27945	bigDeletion
USA/TN-VUMC-SD_MVU001_3241/2022	287	2	None	27872:27921	bigDeletion
USA/WA-UW-22051117569/2022	288	2	None	27872:27945	bigDeletion
USA/CT-YPL22-33079/2022	289	2	None	27876:27947	bigDeletion
USA/OK-OKPHL0018997/2022	290	2	None	27826:27920	bigDeletion
Bhutan/RCDC-0010/2022	291	2	None	27394:28250	bigDeletion
USA/NJ-PHEL-V008226/2023	292	2	None	27872:28195	bigDeletion
USA/WA-UW-22101869383/2022	293	4	None	27395:28246	bigDeletion
USA/WA-CDC-UW22111544005/2022	293	4	None	27395:28246	bigDeletion
USA/WA-UW-22110231293/2022	293	4	None	27395:28246	bigDeletion
USA/WA-CDC-UW22110233957/2022	293	4	None	27395:28246	bigDeletion
USA/WA-UW-22101456609/2022	293	4	None	27395:28246	bigDeletion
USA/WA-CDC-UW22101760940/2022	293	4	None	27395:28246	bigDeletion
USA/NV-NSPHL-23-S003153/2023	294	2	None	27872:28212	bigDeletion
CzechRepublic/NRL-c594/2023	295	2	None	27454:27761	bigDeletion
Kosovo/3_S3DP/2023	296	2	None	27854:28081	bigDeletion
NewZealand/23ZA0532/2023	297	2	None	27881:27955	bigDeletion
USA/MI-UM-L362047304/2023	298	2	None	27508:27758	bigDeletion
USA/WA-CDC-LC1016371/2023	299	2	None	27541:27849	bigDeletion
USA/OR-OSPHL08372/2023	300	2	None	27769:27808	bigDeletion
USA/MS-UMMC-M46B3-40015/2023	301	2	None	27527:27803	bigDeletion
USA/WA-CDC-LC1029143/2023	302	2	None	27492:27794	bigDeletion
USA/WA-CDC-UW23030834886/2023	303	2	None	27393:28250	bigDeletion
USA/NC-ECU-CORVASEQ-117624364/2023	304	2	None	27887:28057	bigDeletion
USA/NC-ECU-CORVASEQ-117641548/2023	305	2	None	27887:28085	bigDeletion
USA/TN-2-14103-5/2023	306	2	None	27864:27895	bigDeletion
