strain	cluster	depth	ORF8_misStops	ORF8_deletions	ORF8_koType
USA/WA-CDC-LC1028166/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1028544/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23020316731/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030837065/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-45666/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/MO-CDC-QDX47771566/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23033018558/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
France/BRE-IPP03731/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/IL-CDC-VSX-A064734/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-033002/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022723328/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022553151/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-78132/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
Portugal/PT46469/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1029541/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/RI-CDC-2-6831067/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-032143/2022	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-32085/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-033097/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/TN-ASC-210885546/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/FL-CDC-VSX-A063270/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
Finland/THL-03325/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-S22892/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030523312/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/RI-RISHL-002152/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1012307/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-S22689/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-S22838/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022280827/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022833371/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23032349986/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030148881/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-S22786/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-S22800/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030780616/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030723365/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NH-NHPHL-2301190030/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23011094746/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1033836/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/DC-DFS-PHL-09737/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031561848/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031565908/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/IN-ASC-210965262/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/SC-CDC-QDX45529055/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1035425/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-033085/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-29431/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NJ-PHEL-V23007478/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/OH-CDC-QDX46776025/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-032937/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/CT-YPL23-1344/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23011144459/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23033101988/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-032950/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-99746/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX46179460/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030396176/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031427425/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX47145269/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX47214597/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
PuertoRico/PR-CDC-VSX-A064635/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030607141/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022618797/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/AK-ANMC-0097/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/MS-UMMC-M27A2-538926/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
Brazil/RO-FIOCRUZ-ILMD2300201/2022	117	13	27914-27916:GGA>TGA	None	earlyStop
Belgium/CHUNamur14500263/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-73417/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
Switzerland/BS-UHB-USB-b20c3d6b/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX47043328/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022407894/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/OK-CDC-QDX47594594/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/ME-CDC-VSX-A065023/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030661198/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030687006/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022703080/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NJ-CDC-QDX46826212/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/IN-CDC-LC1022260/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/KY-CDC-QDX48415467/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/CO-CDPHE-2103778695/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/MN-CDC-QDX46946261/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/CA-CDC-QDX48365614/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022398779/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022374247/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NM-CDC-QDX48043098/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1035182/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/OR-OSPHL08372/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1005489/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1021643/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1017691/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/AL-CDC-QDX46944448/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/MT-CDC-LC1033340/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/SC-CDC-QDX47696368/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-75678/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-033043/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-033044/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/PA-CDC-LC1013178/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/DE-CDC-LC1020703/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NY-CDC-QDX47418144/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030304121/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-24297/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1035427/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1032944/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23011189069/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23011103443/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/IL-CDC-QDX46776284/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-032588/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/OH-CDC-QDX47214681/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/OH-CDC-QDX48247514/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NM-CDC-QDX48365474/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/IL-CDC-QDX48316627/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NJ-CDC-LC1025568/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022506729/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NH-CDC-LC1030969/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23033129340/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-04215/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NH-NHPHL-2301240145/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/ND-NDDH-23169/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
env/Liechtenstein/CeMM35119/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/RI-CDC-LC1027523/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/ND-NDDH-22076/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030681463/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022812052/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX45530377/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-S22759/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NJ-CDC-VSX-A073160/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23012300136/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW35857/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030156460/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/MI-SHMSU-D07_I_0578_60/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23021471901/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
Aruba/AW-RIVM-125449/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/GA-CDC-QDX46499794/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-032545/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
England/PHEC-YYEDTB9/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23033154327/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1029138/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1004648/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX45789740/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1004654/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
PuertoRico/1168089/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1032915/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
PuertoRico/PR-PRPHL-MB0348/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1010770/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1035179/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1028308/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NV-NSPHL-23-S002965/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23032218417/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030983674/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-GBW-H20-293-2416/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-UW-22121633527/2022	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC0975185/2022	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1035167/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX48282053/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23032637183/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/ID-ASC-210970084/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-11103/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX46992403/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC0998484/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030615658/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-032953/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-74741/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23033109175/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022339631/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030378897/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/MA-CDCBI-CRSP_5V5CHXGTNP46EJKZ/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/KY-CDC-QDX47312597/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/MS-UMMC-M46B3-40015/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022766511/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
Bonaire/BQ-RIVM-125212/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/GA-CDC-QDX45739421/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX46448182/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/DE-DHSS-B1261504/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022894359/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031434309/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-032941/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/KS-KHEL-13378/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/CO-CDPHE-2103804757/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-22239/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23021420334/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-033076/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23033018050/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/TN-CDC-VSX-A079040/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031421876/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/DE-DHSS-B1276527/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022770447/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-GBW-H20-282-7136/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-GBW-H10-013-3952/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/DE-CDC-STM-4FQFRDZUM/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/AR-PHL-M00620627-F1-1/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/AR-PHL-M00620860-F1-1/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/AR-CDC-2-6895460/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1032930/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23032377575/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/AR-CDC-QDX48247434/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/MO-CDC-QDX46678332/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/AZ-CDC-QDX48496652/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1024830/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23021566675/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23021437976/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23032933902/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23012458506/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23021552730/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23021552152/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031762318/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-21574/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-S22904/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-S22921/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022764333/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX47418434/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030139808/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1024873/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1010277/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/LA-EVTL18806/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030617189/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/VA-CDC-LC1025343/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23032555176/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-20825/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-63362/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-61399/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NE-NPHL23-787/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/RI-RISHL-D11268/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1024874/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/MI-CDC-QDX47595595/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/OK-CDC-VSX-A065146/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-GBW-H20-265-7712/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-GBW-H20-306-9366/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-GBW-H10-010-4271/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/GA-CDC-QDX46447896/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
CzechRepublic/NRL_23-s1212/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031558162/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031405878/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030947796/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC0994424/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/TX-PHH-SPID1004196095/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031208353/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WI-MCRI-013154/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
Denmark/DCGC-642618/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030381614/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1010827/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1010444/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC0999456/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-033096/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022882423/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030327142/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022881906/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23012447821/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1007576/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/OK-ASC-210886352/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/MN-MDH-34561/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
PuertoRico/RCMI-1122047/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/AK-ANMC-0093/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-41750/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-67190/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1033788/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/DE-CDC-LC1002617/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
Ireland/WD-NVRL-SIRL00009618/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NY-URMC-N0S1E044-1/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NY-URMC-N1S1F500-1/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022311409/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022821803/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/IN-CDC-QDX46946453/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/KY-CDC-LC0999014/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/KY-CDC-QDX47272451/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/TX-CDC-QDX46501228/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/VA-CDC-LC1027490/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23032999947/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031195601/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031477540/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
Guadeloupe/IPP10470/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1017949/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030728172/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030568285/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030559048/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-QDX48094669/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-032476/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030620804/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW-57912/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23033043366/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031437052/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/KS-KHEL-13379/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030476536/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-033009/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-PHL-033049/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/KS-CDC-LC1035149/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1021972/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/KY-CDC-VSX-A064296/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1017969/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/CT-CDC-LC0996294/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/NC-MCPH-CLT-014476/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030824274/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/ID-IBL-878289/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1004692/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-ASC-210968077/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1007882/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23031409860/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022876250/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022847400/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23022850034/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/OH-CDC-QDX47772241/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23032343616/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23021630732/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-LC1025004/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23030830879/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23021425610/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
PuertoRico/PR-CVL-013145/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23011126968/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23032855865/2023	117	13	27914-27916:GGA>TGA	None	earlyStop
