strain	cluster	depth	ORF1b_misStops	ORF1b_deletions	ORF1b_koType
USA/ID-IBL-830100/2022	302	2	None	20685:21546	bigDeletion
USA/NE-NPHL22-16887/2022	302	2	None	20685:21546	bigDeletion
USA/WA-PHL-024349/2022	303	2	None	14717:14983	bigDeletion
USA/TX-PHH-SPID1004442783/2022	304	2	None	21514:21597	bigDeletion
USA/WA-PHL-023731/2022	305	2	None	14717:14983	bigDeletion
USA/WA-PHL-025459/2022	306	2	None	14717:14774	bigDeletion
USA/OR-OSPHL07730/2022	307	2	None	17863:17911	bigDeletion
USA/WV-WVU-WV133672/2022	308	2	None	19972:20004	bigDeletion
USA/KY-ASC-210772788/2022	308	2	None	19972:20004	bigDeletion
USA/NH-NHPHL-2207290089/2022	309	2	None	19996:20178	bigDeletion
Curacao/CW-RIVM-117660/2022	310	2	None	19877:20117	bigDeletion
USA/WA-PHL-023122/2022	311	2	None	14717:14757	bigDeletion
USA/WA-PHL-025230/2022	311	2	None	14717:14757	bigDeletion
USA/WA-PHL-022736/2022	312	2	None	14717:14771	bigDeletion
USA/WA-UW-22062114541/2022	313	2	None	18024:18249	bigDeletion
USA/ND-NDDH-18958/2022	314	2	None	20676:21562	bigDeletion
USA/WA-PHL-025314/2022	315	2	None	19877:19917	bigDeletion
USA/WY-WYPHL-22060782/2022	316	2	None	20050:20084	bigDeletion
USA/IA-SHL-2158141/2022	317	2	None	20676:21562	bigDeletion
USA/WA-PHL-024366/2022	318	2	None	14717:14983	bigDeletion
USA/WA-CDC-UW22071474203/2022	319	2	None	17997:18267	bigDeletion
USA/WA-PHL-026104/2022	320	2	None	14717:14767	bigDeletion
USA/WA-PHL-031035/2022	321	2	None	14717:14776	bigDeletion
Ukraine/71090/2022	322	2	None	14472:14515	bigDeletion
England/LSPA-3F91C80/2022	323	2	None	13506:13658	bigDeletion
Uruguay/DLSP_197/2023	324	2	None	19465:19553	bigDeletion
USA/MI-UM-CL22-697424/2022	325	2	None	19877:20117	bigDeletion
USA/ID-IBL-838527/2022	326	2	None	20686:21547	bigDeletion
USA/WA-PHL-026126/2022	327	2	None	19877:20035	bigDeletion
USA/WA-PHL-027023/2022	328	2	None	17906:17939	bigDeletion
France/OCC-GENBIO-M74GN1370302/2022	329	2	None	20676:21562	bigDeletion
CaboVerde/ST_AG0798/2022	330	2	None	20685:21544	bigDeletion
USA/WA-Curative-568542/2022	331	2	None	20451:20660	bigDeletion
USA/WA-PHL-027161/2022	332	2	None	14717:14983	bigDeletion
Estonia/RC0714292/2022	333	2	None	17439:17591	bigDeletion
USA/ND-NDDH-18120/2022	334	2	None	20676:21562	bigDeletion
Israel/ICH-741186995/2022	335	2	None	15352:15510	bigDeletion
CaboVerde/SV-5276/2022	336	2	None	20686:21545	bigDeletion
Turkey/HSGM-GS6400/2022	337	2	None	21486:21601	bigDeletion
USA/WA-PHL-027204/2022	338	2	None	21358:21561	bigDeletion
USA/WA-UW-22090126385/2022	339	2	None	19252:19394	bigDeletion
Ukraine/72365/2022	340	2	None	14728:14777	bigDeletion
Congo/FCRM-186-16483/2022	341	2	None	20676:21562	bigDeletion
USA/ND-NDDH-18839/2022	342	2	None	20676:21562	bigDeletion
USA/WA-PHL-030243/2022	343	3	None	14717:14771	bigDeletion
USA/WA-PHL-029588/2022	343	3	None	14717:14771	bigDeletion
USA/WA-PHL-027018/2022	344	2	None	14717:14761	bigDeletion
Canada/ON-PHL-22-35371/2022	344	2	None	14717:14761	bigDeletion
Ukraine/72185/2022	345	2	None	14472:14515	bigDeletion
USA/WA-PHL-027392/2022	346	2	None	14717:14983	bigDeletion
USA/WA-PHL-024422/2022	347	2	None	14717:14947	bigDeletion
USA/NE-NPHL22-20467/2022	348	2	None	20676:21562	bigDeletion
USA/DE-DHSS-B1215032/2022	349	2	None	20676:21562	bigDeletion
USA/KS-KHEL-12453/2022	349	2	None	20676:21562	bigDeletion
USA/WA-UW-22080487219/2022	350	2	None	21514:21597	bigDeletion
USA/WA-PHL-027765/2022	351	2	None	14717:14766	bigDeletion
USA/TN-SPHL-3519/2022	352	2	None	19285:19365	bigDeletion
USA/DE-DHSS-B1224399/2022	353	2	None	20676:21562	bigDeletion
USA/WA-UW-22110384674/2022	354	2	None	17829:17904	bigDeletion
USA/WA-PHL-030594/2022	355	2	None	14717:14983	bigDeletion
USA/NH-CDCBI-CRSP_IWNFJ5MEH5HXTHDX/2022	356	2	None	20890:21219	bigDeletion
USA/ND-NDDH-18004/2022	356	2	None	20890:21219	bigDeletion
USA/NJ-CDC-LC0781084/2022	357	2	None	21120:21222	bigDeletion
Bulgaria/22BG-EU_022747_Pl211/2022	358	2	None	17439:17498	bigDeletion
USA/MT-MTPHL-4037280/2022	359	2	None	20676:21562	bigDeletion
Israel/SMC-7101511/2022	360	2	None	18120:18242	bigDeletion
USA/WA-PHL-029775/2022	361	2	None	14717:14773	bigDeletion
USA/WA-PHL-027618/2022	361	2	None	14717:14773	bigDeletion
USA/WV-WVU-WV136021/2022	362	2	None	17998:18052	bigDeletion
USA/WA-CDC-UW23021417564/2023	363	2	None	15336:15464	bigDeletion
USA/WA-UW-22061253782/2022	364	2	None	21514:21597	bigDeletion
USA/WA-UW-22101098930/2022	365	2	None	21514:21597	bigDeletion
Moldova/un-ChVir29195/2022	366	2	None	15940:16041	bigDeletion
USA/KS-KHEL-11896/2022	367	2	None	20676:21562	bigDeletion
USA/WA-PHL-027394/2022	368	2	None	14717:14776	bigDeletion
USA/KS-KHEL-12782/2022	369	2	None	20676:21562	bigDeletion
USA/WA-PHL-032373/2022	370	2	None	19877:20117	bigDeletion
USA/WA-PHL-030947/2022	370	2	None	19877:20117	bigDeletion
USA/IA-SHL-2158260/2022	371	2	None	20676:21562	bigDeletion
Liechtenstein/FL-Risch-20220719R12772/2022	372	2	None	20853:20974	bigDeletion
USA/WA-PHL-023884/2022	373	2	None	14830:14905	bigDeletion
USA/NE-NM_L358077315/2022	374	2	None	20676:21562	bigDeletion
USA/NE-NM_L355026973/2022	374	2	None	20676:21562	bigDeletion
USA/WA-PHL-022649/2022	375	2	None	14717:14774	bigDeletion
USA/WA-PHL-023745/2022	376	2	None	14717:14791	bigDeletion
USA/WA-PHL-030254/2022	377	2	None	19877:19918	bigDeletion
USA/WA-PHL-030377/2022	378	2	None	14717:14983	bigDeletion
Croatia/44052/2022	379	2	None	17439:17591	bigDeletion
USA/WA-PHL-030624/2022	380	2	None	14717:14756	bigDeletion
USA/WA-PHL-025677/2022	381	2	None	14717:14983	bigDeletion
USA/WA-PHL-023572/2022	382	2	None	14717:14983	bigDeletion
USA/WA-PHL-027117/2022	383	2	None	14717:14774	bigDeletion
USA/WA-PHL-030275/2022	384	2	None	14717:14771	bigDeletion
USA/WA-UW-22112706815/2022	385	2	None	17997:18267	bigDeletion
USA/WA-PHL-025924/2022	386	2	None	19994:20029	bigDeletion
USA/WA-PHL-025412/2022	386	2	None	19994:20029	bigDeletion
USA/WA-PHL-025561/2022	386	2	None	19994:20029	bigDeletion
USA/WA-PHL-025407/2022	386	2	None	19994:20029	bigDeletion
USA/WA-PHL-025650/2022	386	2	None	19994:20029	bigDeletion
USA/WA-PHL-025442/2022	386	2	None	19994:20029	bigDeletion
USA/WA-UW-22072373112/2022	387	2	None	14717:14846	bigDeletion
USA/MN-MDH-33251/2022	388	2	None	17997:18267	bigDeletion
Egypt/CPHL-EGY22455/2022	389	2	None	20670:20793	bigDeletion
USA/AZ-ASU97464/2022	390	2	None	17997:18267	bigDeletion
Zimbabwe/78127/2022	391	2	None	20676:20830	bigDeletion
SouthAfrica/CERI-KRISP-K049349/2022	392	2	None	13642:13687	bigDeletion
USA/WA-PHL-024346/2022	393	2	None	14820:14905	bigDeletion
USA/MS-UMMC-S242O22-535447/2022	394	2	None	16204:16421	bigDeletion
USA/WA-PHL-031745/2023	395	2	None	19877:20018	bigDeletion
USA/CO-CDPHE-2103653045/2022	396	2	None	19877:20117	bigDeletion
USA/WA-PHL-029023/2022	397	2	None	14717:14905	bigDeletion
USA/WV-WVU-134577/2022	398	2	None	20079:20117	bigDeletion
Cameroon/LNSP-001-142627/2022	399	2	None	19297:19548	bigDeletion
USA/TN-SPHL-3369/2022	400	2	None	19475:19557	bigDeletion
USA/IA-SHL-2170212/2022	401	2	None	20676:21562	bigDeletion
Micronesia/Y-H2217534/2022	402	2	None	20676:21562	bigDeletion
USA/WA-PHL-029587/2022	403	2	None	14841:14983	bigDeletion
USA/NE-NPHL22-18910/2022	404	2	None	20676:21562	bigDeletion
Liechtenstein/FL-Risch-20220827R13337/2022	405	2	None	21120:21222	bigDeletion
USA/WA-CDC-LC0786649/2022	405	2	None	21120:21222	bigDeletion
USA/WA-PHL-031582/2022	406	2	None	14717:14753	bigDeletion
Canada/QC-L00545965001/2022	407	2	None	15336:15557	bigDeletion
Zimbabwe/77853/2022	408	2	None	20676:20830	bigDeletion
USA/KS-KHEL-12644/2022	409	2	None	20676:21562	bigDeletion
USA/WA-PHL-030920/2022	410	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW22122619803/2022	411	2	None	19961:20117	bigDeletion
USA/MN-MDH-31775/2022	412	2	None	17997:18267	bigDeletion
USA/WA-CDC-UW22112638991/2022	413	2	None	15336:15510	bigDeletion
USA/WA-PHL-032446/2023	414	2	None	17857:17939	bigDeletion
USA/WA-CDC-UW23031051573/2023	415	2	None	19985:20018	bigDeletion
USA/WA-PHL-030850/2022	416	2	None	14717:14983	bigDeletion
USA/SD-SDPHL-2437/2022	417	2	None	20086:20117	bigDeletion
USA/WA-PHL-030858/2022	418	2	None	14917:14983	bigDeletion
USA/WA-PHL-031729/2022	419	2	None	14717:14771	bigDeletion
USA/WA-PHL-031454/2022	420	2	None	14717:14983	bigDeletion
Netherlands/GE-RIVM-127382/2023	421	2	None	19877:20117	bigDeletion
USA/WA-PHL-031709/2022	422	2	None	14717:14754	bigDeletion
USA/WY-WYPHL-22065205/2022	423	2	None	18624:18655	bigDeletion
USA/WA-UW-22110796634/2022	424	2	None	21514:21597	bigDeletion
USA/CO-CDPHE-2103746517/2022	425	2	None	13506:13775	bigDeletion
USA/WA-PHL-031854/2022	426	2	None	19877:20117	bigDeletion
Hungary/101011-UPL23-000713/2023	427	2	None	21514:21698	bigDeletion
USA/MS-UMMC-S604AL35-538399/2022	428	2	None	19346:19395	bigDeletion
PuertoRico/PR-ASU99272/2023	429	2	None	14717:14760	bigDeletion
USA/WA-PHL-031356/2022	429	2	None	14717:14760	bigDeletion
USA/MA-CDCBI-CRSP_BCBEYZQDV3NZ56LW/2022	430	2	None	19247:19515	bigDeletion
USA/WA-PHL-031016/2022	431	2	None	14717:14983	bigDeletion
USA/CT-CDCBI-CRSP_K255KB7GEOGM4H77/2022	432	2	None	20462:20792	bigDeletion
USA/NE-COPH-004397/2022	433	2	None	21514:21567	bigDeletion
USA/WA-UW-22112759436/2022	434	2	None	21514:21597	bigDeletion
USA/WA-CDC-UW22122710804/2022	435	3	None	14717:14761	bigDeletion
USA/WA-CDC-UW23010255717/2023	435	3	None	14717:14761	bigDeletion
DRC/INRB-RDC-1345/2022	436	2	None	20676:21562	bigDeletion
USA/WV-MUSOM-136160/2022	437	2	None	17997:18267	bigDeletion
USA/NE-NPHL22-20343/2022	438	2	None	20687:21177	bigDeletion
USA/AZ-ASPHL-2272/2022	438	2	None	20687:21177	bigDeletion
Congo/BZV-LNSP-48/2022	438	2	None	20687:21177	bigDeletion
Portugal/INSA-PT45910/2023	439	2	None	17096:17205	bigDeletion
USA/MA-CDCBI-CRSP_6HPL2W6GQ7EYJ2LM/2022	440	2	None	19309:19386	bigDeletion
USA/WA-PHL-032266/2023	441	2	None	14717:14762	bigDeletion
USA/WA-PHL-031350/2022	442	2	None	13652:13703	bigDeletion
Venezuela/Voy3701/2022	443	2	None	19316:19535	bigDeletion
USA/CT-YPL23-58/2022	443	2	None	19316:19535	bigDeletion
USA/WV-WVU-WV136100/2022	444	2	None	17997:18267	bigDeletion
USA/IN-ASC-210885576/2023	445	2	None	15349:15510	bigDeletion
Zimbabwe/78704/2023	446	2	None	20676:21562	bigDeletion
USA/WA-PHL-031666/2022	447	2	None	14717:14828	bigDeletion
USA/WA-CDC-UW23011096836/2023	448	2	None	19963:20065	bigDeletion
USA/WA-PHL-031384/2022	449	2	None	14717:14775	bigDeletion
CaboVerde/BV-AG0107/2022	450	2	None	20685:21618	bigDeletion
CaboVerde/ST-AG0817/2022	451	2	None	20686:21190	bigDeletion
USA/AK-ANMC-0225/2022	452	2	None	20068:20112	bigDeletion
USA/TN-ASC-210997643/2023	453	2	None	17997:18237	bigDeletion
Lebanon/SG-14/2022	454	2	None	18011:18249	bigDeletion
USA/WA-PHL-030863/2022	455	2	None	14717:14771	bigDeletion
USA/WA-PHL-029736/2022	455	2	None	14717:14771	bigDeletion
USA/MD-HP40255-PIDAONVRQM/2022	456	2	None	19623:19911	bigDeletion
Jordan/RMSR14S80/2023	457	2	None	14474:14514	bigDeletion
USA/WA-PHL-031424/2022	458	2	None	14717:14761	bigDeletion
USA/MN-MDH-33566/2023	459	2	None	17997:18267	bigDeletion
USA/WA-PHL-031974/2023	460	2	None	14717:14771	bigDeletion
Bolivia/CBBA-PUC_MVL_3356/2022	461	2	None	17997:18267	bigDeletion
USA/MS-UMMC-12755/2023	462	2	None	19290:19557	bigDeletion
USA/WA-PHL-032038/2023	463	2	None	14717:14756	bigDeletion
USA/MS-UMMC-M32F2-538968/2023	464	2	None	20313:20479	bigDeletion
Venezuela/Dtto7105/2022	465	2	None	13511:13606	bigDeletion
Namibia/NIP0070/2023	466	2	None	20676:21562	bigDeletion
USA/HI-H2218568/2022	467	2	None	17741:18319	bigDeletion
Congo/FCRM-203-17837/2022	468	2	None	20676:21562	bigDeletion
USA/WA-CDC-UW23031030374/2023	469	2	None	15336:15510	bigDeletion
Kenya/SS11232/2022	470	2	None	19270:19492	bigDeletion
USA/WA-PHL-031633/2022	471	2	None	14717:14983	bigDeletion
USA/WA-S22922/2023	472	2	None	15857:15903	bigDeletion
Coted-Ivoire/IPCI-DVE-E746152/2022	473	2	None	20687:20780	bigDeletion
USA/MD-HP41380-PIDTPKZWYH/2022	474	2	None	19623:19911	bigDeletion
USA/MD-HP43511-PIDTTQTJKR/2023	474	2	None	19623:19911	bigDeletion
USA/WA-S22845/2023	475	2	None	16998:17040	bigDeletion
USA/WA-PHL-032275/2023	476	2	None	14717:14761	bigDeletion
USA/SD-SDPHL-2540/2023	477	2	None	19877:19912	bigDeletion
USA/WA-UW-22112399296/2022	478	2	None	20460:20575	bigDeletion
USA/MN-MDH-33284/2023	479	2	None	17997:18267	bigDeletion
USA/WA-PHL-031771/2022	480	2	None	19877:19911	bigDeletion
USA/WA-CDC-UW22112801341/2022	481	2	None	17997:18180	bigDeletion
USA/WA-UW-22110744547/2022	482	2	None	20460:20575	bigDeletion
Montenegro/CO-01061_MNE000_1203882302/2023	483	2	None	17439:17591	bigDeletion
USA/LA-K-22122137681/2023	484	2	None	20068:20112	bigDeletion
USA/ME-HETL-J18122/2023	484	2	None	20068:20112	bigDeletion
USA/WA-PHL-031770/2022	484	2	None	20068:20112	bigDeletion
Ecuador/GENSBIO-INSPI-101073/2022	485	2	None	17704:17920	bigDeletion
USA/IN-ASC-210960863/2022	486	2	None	15358:15510	bigDeletion
USA/WA-PHL-032375/2022	487	2	None	19877:20013	bigDeletion
USA/WA-PHL-031987/2023	488	2	None	14717:14983	bigDeletion
USA/WA-CDC-UW23011636041/2023	489	2	None	20032:20070	bigDeletion
USA/WA-CDC-UW23011888965/2023	490	2	None	19877:19912	bigDeletion
USA/WA-CDC-UW23021501599/2023	491	2	None	19252:19513	bigDeletion
USA/WA-CDC-UW23021272639/2023	492	2	None	17997:18267	bigDeletion
USA/WA-PHL-031751/2022	493	2	None	19877:19917	bigDeletion
USA/WA-PHL-031785/2022	493	2	None	19877:19917	bigDeletion
USA/WA-PHL-031417/2022	494	2	None	14717:14807	bigDeletion
USA/LA-EVTL19021/2023	495	3	None	18097:18281	bigDeletion
USA/LA-EVTL18911/2023	495	3	None	18097:18281	bigDeletion
Bonaire/BQ-RIVM-120010/2022	496	2	None	19877:20117	bigDeletion
USA/MS-UMMC-S596AL04-538401/2022	497	2	None	19290:19557	bigDeletion
USA/MS-UMMC-M1040G8-74813/2022	498	2	None	19290:19560	bigDeletion
England/BRBR-326B4251/2023	499	2	None	15336:15557	bigDeletion
USA/WA-PHL-031579/2022	500	2	None	14717:14779	bigDeletion
SouthAfrica/CERI-KRISP-K051323/2022	501	2	None	18015:18242	bigDeletion
USA/CO-CDPHE-2103748881/2022	502	2	None	13506:13775	bigDeletion
USA/WA-PHL-031999/2023	503	2	None	19933:19976	bigDeletion
USA/WA-CDC-UW23030352249/2023	503	2	None	19933:19976	bigDeletion
USA/WA-PHL-031732/2022	504	2	None	14717:14906	bigDeletion
Colombia/DC-LSPSDS-343940/2022	505	2	None	13506:13775	bigDeletion
USA/MA-MASPHL-12195/2022	506	2	None	15336:15557	bigDeletion
USA/WA-CDC-UW23020858190/2023	507	2	None	19877:20117	bigDeletion
Israel/SMC-7111648/2023	508	2	None	14200:14346	bigDeletion
USA/KS-KHEL-12824/2022	509	2	None	20676:21562	bigDeletion
USA/WA-PHL-031397/2022	510	2	None	14717:14983	bigDeletion
USA/WA-PHL-031597/2022	511	2	None	20472:20548	bigDeletion
USA/CO-CDPHE-2103749906/2022	512	2	None	13506:13775	bigDeletion
Morocco/IPM20421554/2022	513	2	None	20248:20479	bigDeletion
Botswana/R179B87_BHP_2722006556/2022	514	2	None	20676:21168	bigDeletion
Mexico/YUC_IBT_IMSS_017865UIMY-NC/2022	515	2	None	16255:16394	bigDeletion
USA/MN-MDH-29444/2022	516	2	None	17997:18267	bigDeletion
USA/WA-PHL-025988/2022	517	2	None	14717:14905	bigDeletion
USA/WV-MUSOM-134143/2022	518	2	None	18068:18267	bigDeletion
USA/WA-CDC-UW22092249347/2022	519	2	None	19877:20117	bigDeletion
USA/CO-CDPHE-2103622582/2022	519	2	None	19877:20117	bigDeletion
Nicaragua/CNDR-43719/2022	520	2	None	14369:14568	bigDeletion
USA/WA-CDC-UW22092620867/2022	521	2	None	19877:20117	bigDeletion
Luxembourg/LNS9468309/2022	522	2	None	20676:21562	bigDeletion
USA/FL-BPHL-12922/2022	523	2	None	15414:15535	bigDeletion
USA/MN-MDH-31579/2022	524	2	None	17997:18267	bigDeletion
USA/IA-2130273/2022	525	2	None	20676:21562	bigDeletion
USA/WA-PHL-029569/2022	526	2	None	19877:20029	bigDeletion
Bolivia/CBBA-PUC_MVL_3354/2022	527	2	None	17997:18069	bigDeletion
USA/WA-PHL-032370/2022	528	2	None	19877:20117	bigDeletion
USA/WA-UW-22100326769/2022	529	2	None	15336:15416	bigDeletion
USA/MT-MTPHL-4043991/2022	530	2	None	20676:21562	bigDeletion
USA/WA-PHL-030905/2022	531	2	None	19896:20015	bigDeletion
USA/VA-VCUVAS3-QEMW792844/2022	532	2	None	20575:20611	bigDeletion
USA/WA-PHL-023609/2022	533	2	None	14717:14779	bigDeletion
USA/NV-NSPHL-22-00070263/2022	534	2	None	20676:21562	bigDeletion
Andorra/AND-256_222301214601-GC/2022	535	2	None	20676:21562	bigDeletion
Liechtenstein/FL-Risch-0921R13742/2022	536	2	None	20676:21562	bigDeletion
USA/WA-CDC-LC0779572/2022	537	2	None	16979:17143	bigDeletion
USA/WA-PHL-030155/2022	538	2	None	14717:14809	bigDeletion
USA/WA-PHL-030555/2022	538	2	None	14717:14809	bigDeletion
USA/CA-CDPH-FS25390463/2022	539	2	None	20460:20679	bigDeletion
USA/WA-PHL-030163/2022	540	2	None	14717:14779	bigDeletion
USA/WA-PHL-027531/2022	541	2	None	14717:14801	bigDeletion
USA/ND-NDDH-17686/2022	542	2	None	20676:21562	bigDeletion
USA/WA-UW-22110443618/2022	543	2	None	15712:15745	bigDeletion
USA/WA-PHL-027561/2022	544	2	None	14717:14983	bigDeletion
USA/WA-CDC-LC0866322/2022	545	2	None	19145:19179	bigDeletion
USA/WA-PHL-025516/2022	546	2	None	14717:14983	bigDeletion
Seychelles/SS10644/2022	547	2	None	17798:17919	bigDeletion
USA/WA-PHL-029025/2022	548	2	None	14717:14929	bigDeletion
Libya/89713-45/2022	549	2	None	20676:21562	bigDeletion
TrinidadandTobago/149141/2022	550	2	None	19928:20180	bigDeletion
USA/WA-PHL-029734/2022	551	2	None	14717:14983	bigDeletion
USA/WA-PHL-030841/2022	552	2	None	14717:14767	bigDeletion
USA/WA-PHL-029592/2022	553	2	None	19933:19998	bigDeletion
Hungary/118857-UPL22-005833/2022	554	2	None	21514:21555	bigDeletion
Vietnam/11158/2022	555	2	None	18013:18121	bigDeletion
USA/WA-PHL-031618/2022	556	2	None	14717:14900	bigDeletion
USA/NE-NM_L357045548/2022	557	2	None	20676:21562	bigDeletion
Turkey/HSGM-IST-UEAH4810088575/2022	558	2	None	20696:21540	bigDeletion
USA/CO-CDPHE-2103708078/2022	559	2	None	19877:20117	bigDeletion
USA/MA-MGB-08779/2022	560	2	None	15336:15413	bigDeletion
USA/MS-UMMC-M1024E7-538218/2022	561	2	None	20293:20430	bigDeletion
USA/CA-CDPH-500104855/2023	562	2	None	20534:20575	bigDeletion
USA/MS-UMMC-M3H4-538606/2023	563	2	None	19290:19451	bigDeletion
USA/WA-PHL-031164/2022	564	2	None	14717:14761	bigDeletion
USA/WA-CDC-UW22091475324/2022	564	2	None	14717:14761	bigDeletion
Tunisia/S906/2022	565	2	None	19290:19556	bigDeletion
USA/WA-PHL-030273/2022	566	2	None	14717:14983	bigDeletion
USA/WI-WSLH-2207415/2022	567	2	None	19877:19944	bigDeletion
USA/WA-GBW-H20-273-7147/2022	568	2	None	15366:15487	bigDeletion
USA/WA-UW-22102261259/2022	569	2	None	21514:21597	bigDeletion
USA/WA-UW-22101733532/2022	570	2	None	14717:14753	bigDeletion
USA/WA-UW-22101871284/2022	570	2	None	14717:14753	bigDeletion
USA/WA-PHL-030156/2022	571	2	None	14717:14779	bigDeletion
USA/WA-PHL-031023/2022	572	2	None	14717:14756	bigDeletion
USA/WA-PHL-030260/2022	572	2	None	14717:14756	bigDeletion
USA/WA-PHL-031014/2022	573	2	None	14717:14754	bigDeletion
USA/WA-PHL-029701/2022	573	2	None	14717:14754	bigDeletion
USA/WA-PHL-030965/2022	574	2	None	19877:20117	bigDeletion
USA/WA-PHL-031022/2022	575	2	None	14717:14774	bigDeletion
USA/WA-CDC-UW22110177252/2022	576	2	None	19877:20117	bigDeletion
USA/MA-CDCBI-CRSP_SYF5EAKH3ZKXL75W/2022	577	2	None	21314:21566	bigDeletion
USA/RI-CDC-LC0911093/2022	578	2	None	21143:21193	bigDeletion
USA/WA-PHL-029665/2022	579	2	None	14717:14983	bigDeletion
USA/WA-CDC-UW22090765202/2022	580	2	None	15336:15510	bigDeletion
USA/WA-CDC-UW22092122130/2022	581	2	None	14717:14754	bigDeletion
USA/WA-PHL-025673/2022	582	2	None	14717:14983	bigDeletion
USA/WA-PHL-024373/2022	582	2	None	14717:14983	bigDeletion
USA/WA-ASC-210829211/2022	583	2	None	13851:14056	bigDeletion
USA/WA-PHL-027141/2022	584	2	None	14717:14983	bigDeletion
USA/WA-PHL-026818/2022	585	2	None	17906:17939	bigDeletion
USA/WA-PHL-026869/2022	585	2	None	17906:17939	bigDeletion
SintMaarten/SX-RIVM-110183/2022	586	2	None	16186:16444	bigDeletion
Seychelles/SS10817/2022	587	2	None	14428:14674	bigDeletion
Egypt/CPHL-EGY22639/2022	588	2	None	21162:21231	bigDeletion
USA/CT-DPH-1096882001/2022	589	2	None	20676:21562	bigDeletion
USA/WA-PHL-031049/2022	590	2	None	14717:14771	bigDeletion
USA/WA-PHL-025570/2022	591	2	None	14717:14983	bigDeletion
USA/WA-PHL-029548/2022	592	2	None	19877:19931	bigDeletion
USA/WA-PHL-026094/2022	593	2	None	14717:14779	bigDeletion
USA/WA-PHL-027390/2022	594	2	None	14717:14983	bigDeletion
USA/IN-CDC-LC0934939/2022	595	2	None	21120:21152	bigDeletion
AmericanSamoa/AS-H2213872/2022	595	2	None	21120:21152	bigDeletion
USA/WA-UW-22110900136/2022	595	2	None	21120:21152	bigDeletion
USA/WA-PHL-025036/2022	596	2	None	14717:14761	bigDeletion
Brazil/RS-FIOCRUZ-21116/2022	597	2	None	18011:18045	bigDeletion
USA/WA-CDC-UW22101696602/2022	598	2	None	14717:14933	bigDeletion
USA/WA-ASC-210797318/2022	599	2	None	15445:15510	bigDeletion
USA/WA-UW-22072374348/2022	600	2	None	18138:18267	bigDeletion
USA/MT-MTPHL-4054753/2022	601	2	None	20676:21562	bigDeletion
USA/WA-PHL-029047/2022	602	2	None	14813:14900	bigDeletion
USA/WA-PHL-029571/2022	603	2	None	14847:14905	bigDeletion
USA/WY-WYPHL-22055629/2022	604	2	None	19275:19570	bigDeletion
PuertoRico/PR-CVL-006621/2022	605	2	None	20676:20964	bigDeletion
USA/WA-PHL-023857/2022	606	2	None	14717:14775	bigDeletion
USA/WA-PHL-029598/2022	607	2	None	18095:18177	bigDeletion
USA/WA-ASC-210830232/2022	608	2	None	18002:18187	bigDeletion
USA/KS-KHEL-12108/2022	609	2	None	20676:21562	bigDeletion
USA/WA-PHL-024686/2022	610	2	None	19965:20013	bigDeletion
USA/NJ-PHEL-V22043415/2022	611	2	None	20012:20056	bigDeletion
USA/WA-PHL-029515/2022	612	2	None	14717:14900	bigDeletion
PuertoRico/PR-ASC-210803332/2022	613	2	None	18057:18161	bigDeletion
USA/WV-MUSOM-135654/2022	614	2	None	17997:18267	bigDeletion
USA/KS-KHEL-12245/2022	615	2	None	20676:21562	bigDeletion
USA/WA-CDC-LC0985624/2022	616	2	None	21120:21222	bigDeletion
USA/DC-Curative-445625/2022	617	2	None	21543:21597	bigDeletion
USA/WA-UW-22100872831/2022	617	2	None	21543:21597	bigDeletion
USA/KS-KHEL-12536/2022	618	2	None	20676:21562	bigDeletion
USA/ND-NDDH-18966/2022	619	2	None	20676:21562	bigDeletion
USA/WA-PHL-026122/2022	620	2	None	14717:14779	bigDeletion
USA/WA-PHL-029757/2022	621	2	None	14717:14833	bigDeletion
USA/IL-102722149/2022	622	2	None	13802:13856	bigDeletion
USA/WA-PHL-030940/2022	623	2	None	14717:14760	bigDeletion
USA/CO-CDPHE-2103481004/2022	624	2	None	13506:13775	bigDeletion
USA/WA-PHL-023871/2022	625	2	None	14717:14771	bigDeletion
USA/NV-NSPHL-22-00068632-01/2022	626	2	None	20676:21562	bigDeletion
USA/WA-CDC-LC0866324/2022	627	2	None	16978:17199	bigDeletion
USA/WA-PHL-022499/2022	628	2	None	14717:14983	bigDeletion
USA/WA-PHL-025974/2022	629	2	None	14717:14983	bigDeletion
Moldova/Nr_18930/2022	630	2	None	17863:17911	bigDeletion
USA/WA-PHL-025456/2022	631	2	None	14717:14756	bigDeletion
USA/WA-PHL-029013/2022	632	2	None	19877:20117	bigDeletion
USA/KS-KHEL-11778/2022	633	2	None	20676:21562	bigDeletion
Vanuatu/VAN122/2022	634	2	None	19877:20117	bigDeletion
USA/WA-PHL-031244/2022	635	2	None	13652:13698	bigDeletion
USA/MI-UM-10047980193/2022	636	2	None	19877:20117	bigDeletion
USA/WA-PHL-030862/2022	637	2	None	19877:20034	bigDeletion
PuertoRico/PR-CVL-006495/2022	638	2	None	20676:21168	bigDeletion
DRC/INRB-RDC-1108/2022	639	2	None	20676:20866	bigDeletion
Qatar/QA.QU_20.31.D1/2022	639	2	None	20676:20866	bigDeletion
USA/KS-KHEL-11496/2022	639	2	None	20676:20866	bigDeletion
USA/NC-CORVASEQ-1085-6058/2022	640	2	None	21339:21536	bigDeletion
