strain	cluster	depth	ORF8_misStops	ORF8_deletions	ORF8_koType
USA/OK-CDC-QDX21490601/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/TX-DSHS-3431/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Curative-010347/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WI-CDC-LC0057704/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NV-NSPHL-LV368487/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/KY-CDC-LC0097337/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/PA-CDC-QDX22524187/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CO-FG-029379/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/TX-CDC-QDX26343556/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-CDC-FG-052815/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-ADPH-ADPH_0149/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/LA-CDC-QDX23134513/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX25316339/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AR-UNM-BAP318236/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AZ-TG811828/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AR-UMGC-6803/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AR-CDC-2-4567561/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AR-UMGC-5401/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NC-ECU-CORVASEQ-106889696/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Ghana/WACCBIP-GS451/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Ghana/NMIMR-NTRA-21-6196/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Coted-Ivoire/COV-BKE3667-bc84/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Coted-Ivoire/COV-BKE3664-bc83/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/LA-EVTL2724/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-6P7IOCVNLQQDVOTF/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21051289600/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/FL-BPHL-3000/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8180/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8238/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8258/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8252/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-15595/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-15639/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
SintMaarten/SX-RIVM-25695/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
SintMaarten/SX-RIVM-23185/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-21632/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
SintMaarten/SX-RIVM-25671/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-35082/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-29972/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-19547/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
SintMaarten/SX-RIVM-29901/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-19620/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Bonaire/BQ-RIVM-27386/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-18427/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
SintMaarten/SX-RIVM-26425/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-41673/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-44488/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-25450/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-30413/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Belarus/HM-CRIE-L219T0032u/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Belarus/HM-CRIE-L219T0024u/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Montenegro/ChVir23207/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Montenegro/CO-00357_MNE000_2264782102/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Montenegro/CO-00357_MNE000_2392382102/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Montenegro/CO-00357_MNE000_2437272102/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Morocco/FMP-258/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Morocco/FMP-262/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Belarus/MI-RRCEM-Sars_Cov_Vis_68/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Belarus/RRPCEM-VIS_50/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Montenegro/ChVir23222/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Montenegro/ChVir23215/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Montenegro/CO-00357_MNE000_2435892102/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Montenegro/CO-00357_MNE000_2472502102/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MN-MDH-2252/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MN-MDH-2255/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MN-MDH-2253/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Ghana/WACCBIP-GS983/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/RI-Broad_RIDOH-00388/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NH-CDC-QDX22863427/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/RI-CDC-LC0019250/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/RI-CDCBI-RIDOH_00591/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042944269/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-76JEGKVAPXX4XAHB/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042937586/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S6359/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NH-CDC-2-4282710/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NH-CDC-LC0037035/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NH-CDC-LC0037881/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/ME-HETL-J3900/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NH-CDC-ASC210060075/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Ghana/NMIMR-NTRA-13164/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/LA-CDC-STM-000001606/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/OH-2021062716/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/OH-CDC-ASC210017503/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/PA-CDC-QDX25620231/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/FL-TGH-1927/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0044595/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7385/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/FL-BPHL-14985/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/FL-TGH-1930/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WI-WSLH-218615/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-UAB-GX353/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/OH-2881/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/OH-CDC-QDX24520408/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/OH-CDC-QDX26532112/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/FL-CDC-ASC210112548/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/IL-Yale-1942/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/IL-Yale-1949/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/IL-CDC-QDX22905184/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/IL-C21WGS0222/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/TX-CDC-QDX24940927/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/IL-RED-FAY-37482323/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WI-WSLH-215596/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NY-Wadsworth-21074040-01/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MT-CDC-MMB08822352/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CO-CDC-MMB08617159/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NE-TESTNE_A1P647M/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CO-CDC-LC0069450/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CO-CDC-ASC210107069/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21041993534/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WY-WYPHL-21049540/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WY-WYPHL-21033904/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WY-WYPHL-21046009/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WY-CDC-2-4611697/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/GA-CDC-LC0026094/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WV-CDC-LC0046398/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WV-CDC-LC0023740/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WV-CDC-LC0034732/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NC-CDC-STM-000027589/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-OHSU-10991/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/OR-OHSU-11078/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041961043/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041946433/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/TN-CDC-ASC210063946/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NC-ECU-CORVASEQ-108273080/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MD-MDH-4400/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WV-WV123116/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
deer/USA/NJ-22-010212-031/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
deer/USA/WV-22-010212-029/2022	1	29	27971-27973:CAA>TAA	None	earlyStop
deer/USA/WV-22-007927-002/2022	1	29	27971-27973:CAA>TAA	None	earlyStop
deer/USA/WV-22-007926-018/2022	1	29	27971-27973:CAA>TAA	None	earlyStop
deer/USA/WV-22-007926-015/2022	1	29	27971-27973:CAA>TAA	None	earlyStop
deer/USA/WV-22-007927-001/2022	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/GA-GPHL-0161/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-CDC-ASC210031892/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-UAB-GX256/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-CDC-LC0055022/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/LA-EVTL3399/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/VT-CDCBI-CRSP_47AQDD3VA3TJIS2C/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NV-NSPHL-377920/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/TN-CDC-ASC210051253/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/VA-DCLS-4061/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NC-CDC-STM-000025891/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/KY-KSPHL-100514/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/TN-CDC-ASC210076144/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000928/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21070360655/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21070114684/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21070291167/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WY-WPHL-21024921/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/ID-UNM-IBL093/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-2105689655/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/ID-UNM-IBL087/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/ID-UNM-IBL106/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/ID-UNM-IBL720510/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-CDC-LC0055692/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-210721160568/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-2105538480/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-XEE47HHH5JQPEKXH/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/ID-BVAMC-723448/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/ID-UNM-IBL720560/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/ID-CDC-ASC210017035/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WY-CDC-2-4283007/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-210603283374/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WY-WYPHL-21043999/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/OR-OHSU-11492/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-CDC-ASC210023816/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-210914692386/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-210603374076/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/PA-0204/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-2104196447/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/OR-OHSU-211800270/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/OR-OHSU-211800333/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/ID-UNM-IBL729308/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-210722267273/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-210721150623/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050189972/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050499978/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050312186/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052021318/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052053809/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052337843/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052517935/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060385262/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060217542/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052597870/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061277715/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0052983/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000251/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000262/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-ASC210044905/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-ASC210047208/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8943/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040200771/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051034787/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PROV-1018/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000291/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68583/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21043080694/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-FG-035778/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000261/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PROV-1297/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0043620/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21043063425/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-FG-034291/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PROV-1329/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-R4K4TAVUWDQPJFAM/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-FG-035762/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-FG-035885/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21051403110/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000287/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PROV-1359/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0055703/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-001000/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-FG-035736/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PROV-1284/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041569276/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041633526/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041271775/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042817896/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042899017/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052606747/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21042966143/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051911268/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052421611/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051250734/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21043055938/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21043068260/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042901947/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21042687411/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8732/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S10400/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-65734/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040706296/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040787312/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21052737324/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041431277/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Germany/NW-RKI-I-179087/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051124444/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052014768/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060738774/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0070909/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21052748138/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21060546699/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052403273/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051618864/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5952/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0044565/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0044822/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042029444/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-3PGZQ2M6GB4PNLU4/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S6564/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-AIUEJCYUZHZV4WWX/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-RCZ7QCWU7NWVMKXX/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21042764446/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042344300/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042300650/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042864405/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042027737/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041975984/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042873785/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042210302/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042030608/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-2AWW26XQCXWE2UTX/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042431499/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042894183/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042855035/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050607027/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042822007/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21051445301/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042897085/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042332924/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042846161/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042885157/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042377432/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21043085446/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21043067629/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051217646/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Togo/NMIMR-21-TGS-111/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Togo/C6942/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/FL-CDC-LC0099783/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
PuertoRico/PR-CDC-QDX23997376/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
PuertoRico/PR-CDC-QDX24236431/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
PuertoRico/PR-UPRRP-2368/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/OH-CDC-QDX25620228/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
U.S.VirginIslands/VI-Yale-5702/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/IL-IDPH-COO-X-000098/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
U.S.VirginIslands/VI-Yale-5845/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
PuertoRico/PR-CDC-ASC210015273/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
U.S.VirginIslands/VI-Yale-5847/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
U.S.VirginIslands/VI-Yale-5855/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Senegal/203986/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
PuertoRico/PR-UPRRP-2449/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
DominicanRepublic/DR_AFI110/2022	1	29	27971-27973:CAA>TAA	None	earlyStop
PuertoRico/PR-CDC-S489/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
PuertoRico/PR-CDC-ASC210065313/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
PuertoRico/PR-CDC-ASC210065311/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-CDC-ASC210008062/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-UAB-GX72/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/KY-KSPHL-100291/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-CDC-ASC210021295/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-UAB-GX25/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-UAB-GX71/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-UAB-52/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-CDC-ASC210106447/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-CDC-ASC210008758/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-UAB-GX92/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-UAB-GX49/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-UAB-43/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
