strain	cluster	depth	ORF1b_misStops	ORF1b_deletions	ORF1b_koType
USA/DC-DFS-PHL-0991/2021	622	2	None	19370:19459	bigDeletion
USA/MI-CDC-ASC210013834/2021	622	2	None	19370:19459	bigDeletion
USA/MI-CDC-ASC210056707/2021	622	2	None	19370:19459	bigDeletion
USA/VA-CDC-QDX23045785/2021	623	2	None	20231:20322	bigDeletion
USA/WA-UW-67114/2021	624	2	None	19292:19551	bigDeletion
USA/WA-S5150/2021	625	2	None	19292:19350	bigDeletion
USA/MS-UMMC-M509E3-504761/2021	625	2	None	19292:19350	bigDeletion
USA/IN-CDC-ASC210039675/2021	626	2	None	19297:19501	bigDeletion
USA/IN-CDC-ASC210272743/2021	627	2	None	19292:19551	bigDeletion
USA/WA-S4823/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4827/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4632/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4818/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4845/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4836/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4822/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4620/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4843/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4846/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4245/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S4838/2021	628	2	None	19300:19460	bigDeletion
USA/WA-S5597/2021	629	3	None	19292:19416	bigDeletion
USA/WA-S5551/2021	629	3	None	19292:19416	bigDeletion
USA/WA-S5845/2021	629	3	None	19292:19416	bigDeletion
USA/WA-S5966/2021	629	3	None	19292:19416	bigDeletion
USA/WA-UW-2021041551388/2021	630	2	None	19374:19454	bigDeletion
USA/WA-UW-21042988729/2021	631	2	None	19290:19565	bigDeletion
USA/WA-PHL-000692/2021	632	2	None	19934:20180	bigDeletion
USA/SC-FG-025531/2021	633	2	None	18867:18921	bigDeletion
USA/NH-CDC-QDX22122889/2021	634	2	None	19591:19688	bigDeletion
USA/WY-WYPHL21020209/2021	635	3	None	19394:19554	bigDeletion
USA/NM-DOH-2021091555/2021	635	3	None	19394:19554	bigDeletion
USA/DE-DHSS-B1099485/2021	636	2	None	19275:19570	bigDeletion
USA/WA-CDC-UW21060887990/2021	637	2	None	17805:17971	bigDeletion
USA/WV-CDC-ASC210108791/2021	638	2	None	19363:19551	bigDeletion
USA/WA-CDC-UW21050391925/2021	638	2	None	19363:19551	bigDeletion
USA/WA-UW-21050571549/2021	638	2	None	19363:19551	bigDeletion
USA/SC-CDC-ASC210155399/2021	639	2	None	19412:19462	bigDeletion
USA/WA-Curative-056320/2021	639	2	None	19412:19462	bigDeletion
USA/WA-S6794/2021	639	2	None	19412:19462	bigDeletion
USA/WA-CDC-FG-034312/2021	640	2	None	21447:21485	bigDeletion
USA/WA-CDC-UW21051806350/2021	641	2	None	19517:19550	bigDeletion
USA/WA-Curative-010347/2021	642	2	None	19292:19551	bigDeletion
USA/KY-CDC-LC0097337/2021	643	2	None	21120:21433	bigDeletion
USA/CO-FG-029379/2021	644	2	None	21423:21479	bigDeletion
USA/AZ-TG811828/2021	645	2	None	19292:19551	bigDeletion
USA/NC-ECU-CORVASEQ-106889696/2021	646	2	None	19929:20201	bigDeletion
USA/LA-EVTL2724/2021	647	2	None	20231:20496	bigDeletion
USA/WA-S8180/2021	648	2	None	19340:19551	bigDeletion
USA/WA-S8238/2021	648	2	None	19340:19551	bigDeletion
USA/WA-S8258/2021	649	2	None	19292:19551	bigDeletion
SintMaarten/SX-RIVM-26425/2021	650	2	None	16186:16444	bigDeletion
Belarus/HM-CRIE-L219T0032u/2021	651	2	None	21536:21581	bigDeletion
USA/RI-Broad_RIDOH-00388/2021	652	2	None	19275:19356	bigDeletion
USA/RI-CDC-LC0019250/2021	653	2	None	14619:15634	bigDeletion
USA/WA-S6359/2021	654	2	None	19290:19557	bigDeletion
USA/WA-S7385/2021	655	2	None	19292:19551	bigDeletion
USA/TX-CDC-QDX24940927/2021	656	2	None	20255:20322	bigDeletion
USA/WY-WYPHL-21049540/2021	657	2	None	19275:19570	bigDeletion
USA/WY-WYPHL-21046009/2021	658	2	None	19285:19570	bigDeletion
USA/GA-CDC-LC0026094/2021	659	2	None	14619:15634	bigDeletion
USA/WA-OHSU-10991/2021	660	2	None	15780:15854	bigDeletion
USA/NC-ECU-CORVASEQ-108273080/2021	661	2	None	19290:19474	bigDeletion
USA/AL-CDC-ASC210031892/2021	662	2	None	19411:19454	bigDeletion
USA/AL-UAB-GX256/2021	663	2	None	20683:20763	bigDeletion
USA/CA-CDPH-CSUST-4806080/2021	664	2	None	18099:18177	bigDeletion
USA/TN-CDC-ASC210076144/2021	665	2	None	20267:20471	bigDeletion
USA/WA-PHL-000928/2021	666	2	None	20231:20496	bigDeletion
USA/WA-CDC-UW21070114684/2021	667	2	None	20306:20342	bigDeletion
USA/UT-UPHL-210603283374/2021	668	2	None	19387:19423	bigDeletion
USA/OR-OHSU-211800270/2021	669	3	None	19292:19444	bigDeletion
USA/OR-OHSU-211800333/2021	669	3	None	19292:19444	bigDeletion
USA/WA-CDC-UW21050189972/2021	670	2	None	19292:19551	bigDeletion
USA/WA-CDC-UW21060385262/2021	671	2	None	13469:13608	bigDeletion
USA/WA-S8943/2021	672	2	None	19422:19454	bigDeletion
USA/WA-PROV-1018/2021	672	2	None	19422:19454	bigDeletion
USA/WA-PROV-1297/2021	672	2	None	19422:19454	bigDeletion
USA/WA-PROV-1329/2021	672	2	None	19422:19454	bigDeletion
USA/WA-PROV-1359/2021	673	2	None	19284:19570	bigDeletion
USA/WA-CDC-FG-035736/2021	674	2	None	14697:14747	bigDeletion
USA/WA-PROV-1284/2021	675	2	None	19275:19570	bigDeletion
USA/WA-UW-21042817896/2021	676	3	None	19296:19330	bigDeletion
USA/WA-UW-21042899017/2021	676	3	None	19296:19330	bigDeletion
USA/WA-CDC-UW21042687411/2021	676	3	None	19296:19330	bigDeletion
USA/WA-S8732/2021	676	3	None	19296:19330	bigDeletion
USA/WA-S10400/2021	676	3	None	19296:19330	bigDeletion
USA/WA-UW-21052737324/2021	677	2	None	19292:19551	bigDeletion
Germany/NW-RKI-I-179087/2021	678	2	None	14015:14201	bigDeletion
USA/WA-CDC-UW21051124444/2021	679	2	None	19292:19551	bigDeletion
USA/WA-CDC-UW21052014768/2021	680	2	None	19292:19551	bigDeletion
USA/WA-S5952/2021	681	2	None	19292:19551	bigDeletion
USA/WA-S6564/2021	682	2	None	19290:19558	bigDeletion
USA/WA-CDC-UW21042764446/2021	683	2	None	19357:19551	bigDeletion
USA/WA-UW-21042864405/2021	683	2	None	19357:19551	bigDeletion
USA/WA-Altius-ALTCOV-2AWW26XQCXWE2UTX/2021	684	2	None	13486:13566	bigDeletion
USA/WA-UW-21042431499/2021	684	2	None	13486:13566	bigDeletion
USA/WA-UW-21042894183/2021	685	2	None	19292:19551	bigDeletion
USA/WA-UW-21051445301/2021	686	3	None	19390:19454	bigDeletion
USA/WA-UW-21042897085/2021	686	3	None	19390:19454	bigDeletion
USA/WA-UW-21042332924/2021	686	3	None	19390:19454	bigDeletion
USA/WA-UW-21042846161/2021	686	3	None	19390:19454	bigDeletion
USA/WA-UW-21042885157/2021	686	3	None	19390:19454	bigDeletion
USA/WA-CDC-UW21043085446/2021	687	3	None	19433:19551	bigDeletion
USA/WA-UW-21043067629/2021	687	3	None	19433:19551	bigDeletion
USA/WA-CDC-UW21051217646/2021	687	3	None	19433:19551	bigDeletion
Togo/C6942/2021	688	2	None	16503:16756	bigDeletion
PuertoRico/PR-UPRRP-2368/2021	689	2	None	19292:19551	bigDeletion
Senegal/203986/2021	689	2	None	19292:19551	bigDeletion
PuertoRico/PR-UPRRP-2449/2021	689	2	None	19292:19551	bigDeletion
USA/AL-UAB-GX72/2021	690	2	None	16837:16879	bigDeletion
USA/AL-UAB-GX49/2021	690	2	None	16837:16879	bigDeletion
USA/AL-UAB-GX205/2021	691	2	None	16837:16879	bigDeletion
USA/AL-CDC-ASC210036440/2021	692	2	None	19451:19485	bigDeletion
USA/AL-Mobile-SL-21070260002/2021	693	2	None	19410:19497	bigDeletion
USA/KY-KSPHL-100647/2021	694	2	None	16584:16685	bigDeletion
USA/IL-C21WGS2034/2021	695	2	None	16263:16339	bigDeletion
USA/AL-Baldwin-SL-21051860005/2021	696	2	None	19412:19442	bigDeletion
USA/WA-S5792/2021	697	2	None	19290:19551	bigDeletion
USA/WA-S6908/2021	698	3	None	19292:19551	bigDeletion
USA/WA-UW-21042954369/2021	698	3	None	19292:19551	bigDeletion
USA/WA-UW-21042918715/2021	698	3	None	19292:19551	bigDeletion
USA/WA-UW-2021041381286/2021	699	2	None	19292:19493	bigDeletion
USA/WA-CDC-UW21050422813/2021	700	2	None	19517:19548	bigDeletion
USA/WA-CDC-UW21052550566/2021	701	2	None	13470:13608	bigDeletion
USA/WA-S8946/2021	702	2	None	19312:19551	bigDeletion
USA/WA-S9044/2021	703	3	None	19292:19460	bigDeletion
USA/WA-S9413/2021	703	3	None	19292:19460	bigDeletion
USA/WA-S7581/2021	704	3	None	19292:19551	bigDeletion
USA/WA-UW-21042956118/2021	704	3	None	19292:19551	bigDeletion
USA/WA-CDC-UW21042173440/2021	705	2	None	13460:13492	bigDeletion
USA/WA-UW-21043073468/2021	706	2	None	19298:19379	bigDeletion
USA/WA-CDC-UW21042614405/2021	706	2	None	19298:19379	bigDeletion
USA/OR-OHSU-212290667/2021	707	3	None	19296:19551	bigDeletion
USA/WA-UW-21042628426/2021	707	3	None	19296:19551	bigDeletion
USA/WA-UW-21050574046/2021	707	3	None	19296:19551	bigDeletion
USA/WA-CDC-UW21072126112/2021	708	2	None	17807:17969	bigDeletion
USA/OR-OHSU-SMH187/2021	709	2	None	14660:14693	bigDeletion
USA/WA-S9905/2021	710	2	None	19312:19391	bigDeletion
USA/SD-SDPHL-0412/2021	711	2	None	19291:19557	bigDeletion
USA/WA-OHSU-212300063/2021	712	3	None	19293:19385	bigDeletion
USA/WA-OHSU-212100267/2021	712	3	None	19293:19385	bigDeletion
USA/WA-S9316/2021	712	3	None	19293:19385	bigDeletion
USA/WA-S9313/2021	712	3	None	19293:19385	bigDeletion
USA/WA-S9314/2021	712	3	None	19293:19385	bigDeletion
USA/WA-OHSU-211870297/2021	712	3	None	19293:19385	bigDeletion
USA/OR-OHSU-212000107/2021	712	3	None	19293:19385	bigDeletion
USA/WA-OHSU-212000330/2021	712	3	None	19293:19385	bigDeletion
USA/WA-OHSU-211870406/2021	712	3	None	19293:19385	bigDeletion
USA/WA-OHSU-212000289/2021	712	3	None	19293:19385	bigDeletion
USA/OR-OHSU-212420438/2021	713	2	None	19297:19558	bigDeletion
USA/MT-CDC-ASC210025793/2021	714	2	None	19379:19550	bigDeletion
USA/WA-UW-67384/2021	715	2	None	19292:19562	bigDeletion
USA/WA-UW-21042051353/2021	716	2	None	17839:17935	bigDeletion
USA/WA-CDC-UW21051101655/2021	717	2	None	21448:21578	bigDeletion
USA/WA-UW-21042204668/2021	718	2	None	21504:21536	bigDeletion
USA/WA-UW-2021040974246/2021	719	2	None	21448:21551	bigDeletion
USA/WA-UW-2021040895270/2021	719	2	None	21448:21551	bigDeletion
USA/WA-UW-21042742705/2021	720	2	None	19377:19407	bigDeletion
USA/WA-CDC-UW21042667390/2021	720	2	None	19377:19407	bigDeletion
USA/WA-CDC-UW21050349855/2021	721	2	None	21449:21494	bigDeletion
USA/WA-CDC-UW21050380920/2021	721	2	None	21449:21494	bigDeletion
USA/WA-CDC-UW21050351816/2021	722	2	None	19292:19551	bigDeletion
USA/WA-UW-21042213600/2021	722	2	None	19292:19551	bigDeletion
USA/WA-UW-2021041445568/2021	723	2	None	21498:21548	bigDeletion
USA/WA-CDC-UW21050332241/2021	724	2	None	21540:21578	bigDeletion
USA/WA-UW-21050530703/2021	725	2	None	21446:21562	bigDeletion
USA/WA-UW-21042222353/2021	726	2	None	19342:19390	bigDeletion
USA/WA-UW-21050504286/2021	726	2	None	19342:19390	bigDeletion
USA/WA-UW-21051869812/2021	727	2	None	19292:19551	bigDeletion
USA/WA-UW-21051781284/2021	728	3	None	19444:19553	bigDeletion
USA/WA-UW-21051717542/2021	728	3	None	19444:19553	bigDeletion
USA/WA-UW-21051583011/2021	729	2	None	21504:21548	bigDeletion
USA/WA-S8780/2021	730	3	None	19292:19428	bigDeletion
USA/WA-S8639/2021	730	3	None	19292:19428	bigDeletion
USA/WA-S8638/2021	730	3	None	19292:19428	bigDeletion
USA/CT-CDC-ASC210160339/2021	731	2	None	19293:19493	bigDeletion
USA/MS-CDC-ASC210013476/2021	732	2	None	21280:21364	bigDeletion
USA/ND-NDDH-3365/2021	733	2	None	19275:19570	bigDeletion
USA/WA-S9225/2021	734	2	None	19292:19551	bigDeletion
USA/WA-PROV-1335/2021	735	6	None	21222:21261	bigDeletion
USA/WA-UW-21042289296/2021	735	6	None	21222:21261	bigDeletion
USA/WA-CDC-UW21042131843/2021	735	6	None	21222:21261	bigDeletion
USA/WA-S6357/2021	735	6	None	21222:21261	bigDeletion
USA/WA-UW-21041924924/2021	735	6	None	21222:21261	bigDeletion
USA/WA-UW-2021040586078/2021	735	6	None	21222:21261	bigDeletion
USA/WA-UW-2021041469625/2021	735	6	None	21222:21261	bigDeletion
USA/WA-CDC-UW21043024901/2021	735	6	None	21222:21261	bigDeletion
USA/WA-CDC-UW21050533112/2021	735	6	None	21222:21261	bigDeletion
USA/WA-CDC-UW21051237125/2021	735	6	None	21222:21261	bigDeletion
USA/WA-UW-21050559569/2021	735	6	None	21222:21261	bigDeletion
USA/WA-Altius-ALTCOV-W4XQK24CTPJ54FU3/2021	736	2	None	21192:21364	bigDeletion
USA/WA-S8209/2021	737	2	None	19292:19551	bigDeletion
USA/WA-CDC-UW21051430932/2021	738	2	None	19427:19493	bigDeletion
USA/WA-CDC-UW21050422610/2021	739	3	None	21252:21363	bigDeletion
USA/WA-CDC-UW21050486349/2021	739	3	None	21252:21363	bigDeletion
USA/WA-CDC-UW21050699614/2021	740	2	None	19292:19551	bigDeletion
USA/WA-UW-21042376268/2021	741	2	None	19292:19551	bigDeletion
USA/WA-CDC-UW21050615570/2021	742	2	None	19297:19551	bigDeletion
USA/WA-CDC-UW21051283797/2021	742	2	None	19297:19551	bigDeletion
USA/WA-UW-21051312482/2021	743	2	None	21168:21364	bigDeletion
USA/WA-CDC-UW21050385304/2021	743	2	None	21168:21364	bigDeletion
USA/WA-UW-21050505535/2021	744	2	None	21190:21229	bigDeletion
USA/WA-UW-68435/2021	745	2	None	19480:19546	bigDeletion
USA/WA-S9591/2021	746	2	None	19292:19551	bigDeletion
USA/WA-S8562/2021	747	2	None	19292:19551	bigDeletion
USA/WA-CDC-LC0013206/2021	748	2	None	14619:15634	bigDeletion
USA/WA-UW-66230/2021	749	2	None	19300:19330	bigDeletion
USA/WA-UW-65393/2021	750	2	None	19458:19552	bigDeletion
USA/WA-S5748/2021	751	3	None	19292:19551	bigDeletion
USA/WA-S6049/2021	751	3	None	19292:19551	bigDeletion
USA/WA-S6066/2021	751	3	None	19292:19551	bigDeletion
USA/WA-S5750/2021	751	3	None	19292:19551	bigDeletion
USA/WA-S5217/2021	751	3	None	19292:19551	bigDeletion
USA/WA-S5152/2021	751	3	None	19292:19551	bigDeletion
USA/WA-S5166/2021	751	3	None	19292:19551	bigDeletion
USA/WA-UW-21050574917/2021	752	2	None	19290:19559	bigDeletion
USA/WA-UW-2021041250232/2021	753	2	None	19292:19551	bigDeletion
USA/WA-UW-66093/2021	754	2	None	19292:19557	bigDeletion
USA/WA-CDC-UW21050304642/2021	755	2	None	19342:19551	bigDeletion
USA/WA-CDC-UW21050344969/2021	756	2	None	19458:19509	bigDeletion
USA/WA-UW-21050611932/2021	756	2	None	19458:19509	bigDeletion
USA/WA-PHL-000209/2021	757	2	None	19360:19551	bigDeletion
USA/WA-S6077/2021	758	2	None	19290:19557	bigDeletion
USA/WA-S6964/2021	759	5	None	19292:19551	bigDeletion
USA/WA-S8028/2021	759	5	None	19292:19551	bigDeletion
USA/WA-CDC-UW21050601641/2021	759	5	None	19292:19551	bigDeletion
USA/WA-UW-21051497004/2021	759	5	None	19292:19551	bigDeletion
USA/WA-UW-21051709284/2021	759	5	None	19292:19551	bigDeletion
USA/WA-UW-21051416634/2021	759	5	None	19292:19551	bigDeletion
USA/WA-UW-21042461849/2021	759	5	None	19292:19551	bigDeletion
USA/WA-UW-21050557124/2021	759	5	None	19292:19551	bigDeletion
USA/WA-UW-21050307077/2021	760	2	None	19292:19551	bigDeletion
USA/WA-CDC-FG-034276/2021	761	2	None	21423:21485	bigDeletion
USA/WA-CDC-UW21051771204/2021	762	2	None	19438:19551	bigDeletion
USA/WA-UW-21050432732/2021	763	2	None	19511:19551	bigDeletion
USA/WA-CDC-UW21050468398/2021	763	2	None	19511:19551	bigDeletion
USA/WA-UW-21042304081/2021	764	2	None	19292:19551	bigDeletion
USA/WA-CDC-UW21050306759/2021	765	2	None	19323:19451	bigDeletion
USA/WA-UW-21042855344/2021	766	2	None	19292:19551	bigDeletion
USA/WA-CDC-UW21051717712/2021	767	2	None	19330:19379	bigDeletion
USA/WA-Altius-ALTCOV-7UCFO562UMDFAGDU/2021	768	2	None	13471:13546	bigDeletion
USA/WA-UW-21051005154/2021	769	2	None	19934:20180	bigDeletion
USA/WA-UW-21050461001/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S7375/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S5759/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S6050/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S5752/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S6056/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S6039/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S6054/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S5747/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S7782/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S5745/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S5742/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S5741/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S7154/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S8144/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S6798/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S5740/2021	770	3	None	19404:19507	bigDeletion
USA/WA-UW-21042780321/2021	770	3	None	19404:19507	bigDeletion
USA/WA-CDC-UW21050362035/2021	770	3	None	19404:19507	bigDeletion
USA/WA-UW-68001/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S5743/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S6783/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S7685/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S7303/2021	770	3	None	19404:19507	bigDeletion
USA/WA-UW-21051479409/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S7781/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S7325/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S7334/2021	770	3	None	19404:19507	bigDeletion
USA/WA-S7671/2021	771	2	None	19340:19387	bigDeletion
USA/WA-S7650/2021	771	2	None	19340:19387	bigDeletion
USA/WA-S7694/2021	772	2	None	19494:19551	bigDeletion
USA/WA-S7368/2021	772	2	None	19494:19551	bigDeletion
USA/WA-S8060/2021	772	2	None	19494:19551	bigDeletion
USA/WA-S8087/2021	772	2	None	19494:19551	bigDeletion
USA/WA-UW-21041926959/2021	773	2	None	21163:21432	bigDeletion
USA/WA-UW-21050383743/2021	774	2	None	19521:19551	bigDeletion
USA/WA-CDC-UW21052503972/2021	775	2	None	20301:20388	bigDeletion
USA/WA-UW-2021040895846/2021	775	2	None	20301:20388	bigDeletion
USA/WA-S5739/2021	776	2	None	19292:19551	bigDeletion
USA/WA-UW-2021041428817/2021	777	2	None	19292:19551	bigDeletion
USA/WA-S7396/2021	777	2	None	19292:19551	bigDeletion
USA/WA-UW-2021040903610/2021	778	2	None	20313:20351	bigDeletion
USA/WA-S8422/2021	779	3	None	19361:19551	bigDeletion
USA/WA-CDC-UW21050695601/2021	779	3	None	19361:19551	bigDeletion
USA/WA-UW-21042706655/2021	779	3	None	19361:19551	bigDeletion
USA/WA-CDC-UW21050438043/2021	779	3	None	19361:19551	bigDeletion
USA/WA-Curative-099585/2021	780	2	None	19292:19551	bigDeletion
USA/WA-Curative-008269/2021	780	2	None	19292:19551	bigDeletion
USA/WA-S7724/2021	781	2	None	19292:19439	bigDeletion
USA/WA-UW-21051519529/2021	781	2	None	19292:19439	bigDeletion
USA/WA-UW-21042622228/2021	782	2	None	19298:19551	bigDeletion
USA/WA-CDC-UW21052570897/2021	783	2	None	20313:20364	bigDeletion
USA/WA-PROV-1360/2021	784	2	None	19396:19447	bigDeletion
USA/WA-CDC-UW21050364193/2021	784	2	None	19396:19447	bigDeletion
USA/WA-CDC-FG-035871/2021	785	2	None	21447:21477	bigDeletion
USA/WA-CDC-UW21051768487/2021	786	4	None	19292:19551	bigDeletion
Ghana/nCoV-TRA-899/2021	786	4	None	19292:19551	bigDeletion
USA/WA-CDC-UW21051727182/2021	786	4	None	19292:19551	bigDeletion
USA/WA-CDC-UW21051788051/2021	786	4	None	19292:19551	bigDeletion
USA/WA-CDC-UW21051266593/2021	786	4	None	19292:19551	bigDeletion
USA/WA-S7555/2021	786	4	None	19292:19551	bigDeletion
USA/WA-S6803/2021	786	4	None	19292:19551	bigDeletion
USA/WA-S9289/2021	786	4	None	19292:19551	bigDeletion
USA/WA-S5404/2021	787	2	None	19292:19477	bigDeletion
USA/WA-S5500/2021	787	2	None	19292:19477	bigDeletion
USA/WA-S5403/2021	787	2	None	19292:19477	bigDeletion
USA/WA-S9239/2021	788	2	None	19292:19551	bigDeletion
USA/WA-S6356/2021	789	2	None	19401:19493	bigDeletion
USA/WA-S7025/2021	789	2	None	19401:19493	bigDeletion
USA/WA-S8132/2021	789	2	None	19401:19493	bigDeletion
USA/WA-S8094/2021	789	2	None	19401:19493	bigDeletion
USA/WA-S4841/2021	790	2	None	19290:19554	bigDeletion
USA/WA-S5212/2021	791	2	None	19292:19551	bigDeletion
USA/WA-S4876/2021	791	2	None	19292:19551	bigDeletion
USA/WA-S6462/2021	792	2	None	19290:19556	bigDeletion
USA/WA-S7404/2021	793	2	None	19293:19350	bigDeletion
USA/WA-S6892/2021	793	2	None	19293:19350	bigDeletion
USA/WA-S6866/2021	793	2	None	19293:19350	bigDeletion
USA/WA-CDC-UW21042669826/2021	793	2	None	19293:19350	bigDeletion
USA/OR-OSPHL00096/2021	794	2	None	19275:19570	bigDeletion
USA/OR-OSPHL00054/2021	794	2	None	19275:19570	bigDeletion
USA/OR-PROV-1032/2021	794	2	None	19275:19570	bigDeletion
USA/OR-OSPHL00094/2021	794	2	None	19275:19570	bigDeletion
USA/WA-S6754/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S7801/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6762/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6461/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6784/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S7712/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S8076/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S7800/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6757/2021	795	3	None	19297:19330	bigDeletion
USA/WA-CDC-UW21052273316/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S7665/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6206/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S7690/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6421/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S7789/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S7354/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6454/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6456/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S8241/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S7382/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6443/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6484/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6750/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S6496/2021	795	3	None	19297:19330	bigDeletion
USA/WA-S7275/2021	796	2	None	19292:19551	bigDeletion
USA/WA-CDC-UW21052626798/2021	797	2	None	13501:13538	bigDeletion
USA/WA-S8311/2021	798	2	None	19422:19513	bigDeletion
USA/WA-S8380/2021	798	2	None	19422:19513	bigDeletion
USA/WA-UW-21041915018/2021	799	2	None	19376:19454	bigDeletion
USA/WA-UW-21051421595/2021	800	3	None	19463:19501	bigDeletion
USA/WA-CDC-UW21051258175/2021	800	3	None	19463:19501	bigDeletion
USA/WA-S7652/2021	800	3	None	19463:19501	bigDeletion
USA/WA-S7649/2021	800	3	None	19463:19501	bigDeletion
USA/WA-PHL-000655/2021	801	2	None	13390:13492	bigDeletion
USA/WA-S9443/2021	802	2	None	19352:19397	bigDeletion
USA/WA-S8766/2021	802	2	None	19352:19397	bigDeletion
USA/WA-S9637/2021	802	2	None	19352:19397	bigDeletion
USA/WA-CDC-FG-038497/2021	803	2	None	21422:21485	bigDeletion
USA/WA-S8735/2021	804	2	None	19417:19460	bigDeletion
USA/WA-S9281/2021	804	2	None	19417:19460	bigDeletion
USA/WA-S9285/2021	804	2	None	19417:19460	bigDeletion
USA/WA-S8755/2021	804	2	None	19417:19460	bigDeletion
USA/WA-S8951/2021	805	2	None	19372:19551	bigDeletion
USA/WA-CDC-UW21051241625/2021	806	2	None	19465:19551	bigDeletion
USA/WA-UW-21042962823/2021	807	2	None	19290:19558	bigDeletion
USA/WA-S9046/2021	808	2	None	19292:19501	bigDeletion
U.S.VirginIslands/VI-Yale-5615/2021	809	2	None	13363:13529	bigDeletion
USA/VA-DCLS-4875/2021	810	2	None	13511:13564	bigDeletion
USA/DC-DFS-PHL-0527/2021	811	2	None	19329:19454	bigDeletion
USA/DC-DFS-PHL-0887/2021	812	2	None	19536:19570	bigDeletion
USA/DC-DFS-PHL-0626/2021	812	2	None	19536:19570	bigDeletion
USA/DC-DFS-PHL-02634/2021	812	2	None	19536:19570	bigDeletion
USA/DC-DFS-PHL-0917/2021	812	2	None	19536:19570	bigDeletion
USA/AL-Mobile-SL-21040760008/2021	813	2	None	19297:19499	bigDeletion
USA/MI-CDC-ASC210022641/2021	813	2	None	19297:19499	bigDeletion
USA/WY-WPHL-21032894/2021	814	2	None	21427:21682	bigDeletion
USA/VA-DCLS-5444/2021	815	2	None	19293:19551	bigDeletion
USA/GA-CDC-ASC210000916/2021	815	2	None	19293:19551	bigDeletion
USA/DE-DHSS-B1084211/2021	816	2	None	19275:19570	bigDeletion
USA/NY-PRL-2021_03_01_00B18/2021	817	2	None	21481:21512	bigDeletion
USA/WA-UW-21051406484/2021	818	2	None	19340:19551	bigDeletion
USA/NY-PRL-2021_0428_00D22/2021	819	2	None	19916:20316	bigDeletion
USA/PA-CDC-LC0197919/2021	820	2	None	21122:21163	bigDeletion
USA/ID-CDC-ASC210275859/2021	821	2	None	19297:19550	bigDeletion
USA/WA-CDC-UW21051845322/2021	822	3	None	19427:19501	bigDeletion
USA/WA-UW-21051832520/2021	822	3	None	19427:19501	bigDeletion
USA/NV-CDC-ASC210060683/2021	823	2	None	19363:19396	bigDeletion
