strain	cluster	depth	ORF7b_misStops	ORF7b_deletions	ORF7b_koType
USA/WA-UW-21071395784/2021	151	2	None	27760:27790	bigDeletion
SaoTomeandPrincipe/06/2021	152	2	None	27511:27808	bigDeletion
USA/WA-CDC-UW21051428325/2021	153	2	None	27727:27757	bigDeletion
USA/AL-Mobile-SL-21051760006/2021	154	2	None	27848:27949	bigDeletion
USA/WA-CDC-UW21052331947/2021	155	2	None	27583:27790	bigDeletion
USA/MD-MDH-0829/2021	156	2	None	27527:27790	bigDeletion
USA/DC-DFS-PHL-0533/2020	157	2	None	27534:27808	bigDeletion
USA/NM-NMDOH-2021132518/2021	158	2	None	27526:27801	bigDeletion
USA/OR-OHSU-212070529/2021	159	2	None	27527:27797	bigDeletion
USA/DE-DHSS-B1074808/2021	160	2	None	27541:27774	bigDeletion
USA/DE-DHSS-B1084487/2021	161	2	None	27596:27808	bigDeletion
USA/MS-MSPHL-351/2021	162	2	None	27528:27784	bigDeletion
USA/CO-CDPHE-2101499772/2021	162	2	None	27528:27784	bigDeletion
Gambia/31886/2021	162	2	None	27528:27784	bigDeletion
USA/WA-Curative-003833/2021	163	2	None	27687:27790	bigDeletion
USA/DC-DFS-PHL-0483/2021	164	2	None	27749:27808	bigDeletion
USA/WA-UW-2021040914642/2021	165	2	None	27751:27788	bigDeletion
USA/WA-UW-2021040771547/2021	165	2	None	27751:27788	bigDeletion
Cameroon/Douala-HGD-COV2253/2021	166	2	None	27527:27861	bigDeletion
USA/DC-DFS-PHL-0991/2021	167	2	None	27511:27808	bigDeletion
USA/WA-UW-67114/2021	168	2	None	27751:27790	bigDeletion
USA/WA-S4827/2021	169	2	None	27676:27773	bigDeletion
USA/WA-S4838/2021	169	2	None	27676:27773	bigDeletion
USA/WA-S5551/2021	170	2	None	27737:27789	bigDeletion
USA/WA-UW-2021040105524/2021	171	2	None	27569:27790	bigDeletion
USA/WA-UW-21042988729/2021	172	2	None	27527:27791	bigDeletion
USA/WI-CDC-LC0057704/2021	173	2	None	27533:27808	bigDeletion
USA/RI-CDCBI-RIDOH_00591/2021	174	2	None	27511:27808	bigDeletion
USA/TN-CDC-ASC210063946/2021	175	2	None	27758:27794	bigDeletion
USA/NC-ECU-CORVASEQ-108273080/2021	175	2	None	27758:27794	bigDeletion
USA/WA-CDC-UW21060385262/2021	176	2	None	27715:27790	bigDeletion
USA/WA-S8943/2021	177	2	None	27528:27790	bigDeletion
USA/WA-PROV-1284/2021	178	2	None	27751:27794	bigDeletion
USA/WA-CDC-UW21042687411/2021	179	2	None	27727:27791	bigDeletion
USA/WA-CDC-UW21060738774/2021	180	2	None	27732:27784	bigDeletion
USA/WA-CDC-UW21051217646/2021	181	2	None	27751:27790	bigDeletion
USA/IL-IDPH-COO-X-000098/2021	182	2	None	27511:27808	bigDeletion
USA/CO-CDPHE-VA20210105/2021	183	2	None	27511:27808	bigDeletion
USA/WA-CDC-UW21052550566/2021	184	2	None	27751:27784	bigDeletion
USA/WA-UW-21042956118/2021	185	2	None	27528:27790	bigDeletion
USA/SD-SDPHL-0412/2021	186	2	None	27609:27785	bigDeletion
USA/WA-OHSU-212300063/2021	187	2	None	27723:27760	bigDeletion
USA/WA-OHSU-212000289/2021	188	2	None	27527:27791	bigDeletion
USA/WA-CDC-UW21051101655/2021	189	2	None	27649:27784	bigDeletion
USA/WA-UW-21051029182/2021	190	2	None	27752:27788	bigDeletion
USA/WA-CDC-UW21042131843/2021	191	2	None	27628:27790	bigDeletion
USA/WA-S8562/2021	192	2	None	27527:27791	bigDeletion
USA/WA-UW-21051497004/2021	193	2	None	27751:27789	bigDeletion
USA/WA-UW-21050557124/2021	194	2	None	27662:27756	bigDeletion
USA/WA-UW-21042304081/2021	195	2	None	27528:27790	bigDeletion
USA/WA-S5745/2021	196	2	None	27568:27790	bigDeletion
USA/WA-S8144/2021	196	2	None	27568:27790	bigDeletion
USA/WA-S7799/2021	197	2	None	27527:27761	bigDeletion
USA/WA-UW-21050383743/2021	198	2	None	27754:27789	bigDeletion
USA/WA-UW-2021040895846/2021	199	2	None	27527:27790	bigDeletion
USA/WA-UW-2021041428817/2021	200	2	None	27528:27790	bigDeletion
USA/WA-S8422/2021	201	2	None	27686:27790	bigDeletion
USA/WA-CDC-UW21051768487/2021	202	2	None	27528:27790	bigDeletion
USA/WA-S8094/2021	203	2	None	27651:27790	bigDeletion
USA/WA-S6754/2021	204	2	None	27711:27790	bigDeletion
USA/WA-S7707/2021	204	2	None	27711:27790	bigDeletion
USA/WA-S8076/2021	204	2	None	27711:27790	bigDeletion
USA/WA-S7789/2021	204	2	None	27711:27790	bigDeletion
USA/WA-S8723/2021	205	2	None	27568:27761	bigDeletion
USA/WA-UW-21041915018/2021	206	2	None	27725:27784	bigDeletion
USA/WA-UW-21041663946/2021	206	2	None	27725:27784	bigDeletion
USA/WA-S8951/2021	207	2	None	27528:27790	bigDeletion
USA/WA-UW-21042962823/2021	208	2	None	27747:27784	bigDeletion
USA/WA-S9046/2021	209	2	None	27716:27791	bigDeletion
USA/CT-Yale-S105/2021	210	2	None	27511:27808	bigDeletion
USA/CT-Yale-S106/2021	210	2	None	27511:27808	bigDeletion
USA/MD-HP06520-PIDSRJTDRV/2021	211	2	None	27190:27808	bigDeletion
USA/WI-UW-5341/2021	212	2	None	27511:27808	bigDeletion
USA/KY-GD-081021-21072941936/2021	213	2	None	27527:27790	bigDeletion
USA/WA-PHL-001004/2021	214	2	None	27511:27808	bigDeletion
USA/WA-UW-21050572929/2021	215	2	None	27751:27791	bigDeletion
USA/WA-S8457/2021	216	2	None	27751:27790	bigDeletion
USA/WA-UW-21050556500/2021	216	2	None	27751:27790	bigDeletion
USA/WA-S8730/2021	217	2	None	27747:27790	bigDeletion
USA/WA-Altius-ALTCOV-DNYR6KELVOJ5P4SP/2021	218	2	None	27750:27789	bigDeletion
USA/WA-PROV-1313/2021	219	2	None	27752:27783	bigDeletion
USA/WA-UW-21042336611/2021	220	2	None	27527:27790	bigDeletion
USA/WA-UW-21051041767/2021	221	2	None	27620:27784	bigDeletion
USA/WA-CDC-UW21051714647/2021	222	2	None	27667:27791	bigDeletion
USA/WA-S8378/2021	223	2	None	27757:27789	bigDeletion
USA/WA-UW-2021040306663/2021	224	2	None	27528:27784	bigDeletion
USA/ND-NDDH-0452/2021	225	2	None	27677:27808	bigDeletion
USA/DE-DHSS-B1115248/2021	226	2	None	27585:27808	bigDeletion
USA/NJ-PHEL-P21-13490/2021	227	2	None	27544:27808	bigDeletion
USA/AR-UNM-BAPX213834/2021	228	2	None	27403:27808	bigDeletion
USA/DC-DFS-PHL-0396/2021	229	2	None	27511:27808	bigDeletion
USA/WA-UW-21042981706/2021	230	2	None	27566:27787	bigDeletion
USA/WA-S8194/2021	231	2	None	27529:27791	bigDeletion
USA/WA-CDC-UW21062456417/2021	232	2	None	27757:27790	bigDeletion
USA/MS-UMMC-M585D6-504938/2021	233	2	None	27842:28086	bigDeletion
USA/NM-NMDOH-2021115958/2021	234	2	None	27525:27793	bigDeletion
USA/NM-DOH-2021088351/2021	235	2	None	27749:27794	bigDeletion
USA/WA-OHSU-212070186/2021	236	2	None	27731:27769	bigDeletion
USA/WA-OHSU-211800448/2021	237	2	None	27672:27791	bigDeletion
USA/WA-CDC-UW21061488246/2021	238	2	None	27634:27784	bigDeletion
USA/NM-NMDOH-2021091039/2021	239	2	None	27526:27792	bigDeletion
USA/ND-NDDH-01388/2021	240	2	None	27511:27808	bigDeletion
USA/ND-NDDH-02009/2021	241	2	None	27511:27771	bigDeletion
USA/ND-UNDGC-G2021_103_35/2021	242	2	None	27511:27808	bigDeletion
USA/MO-CDC-QDX25662845/2021	243	2	None	27825:28104	bigDeletion
USA/WA-S6938/2021	244	2	None	27649:27791	bigDeletion
USA/SC-CDC-STM-000013331/2021	245	2	None	27530:27784	bigDeletion
USA/WA-S8381/2021	246	2	None	27741:27778	bigDeletion
USA/WA-S7770/2021	246	2	None	27741:27778	bigDeletion
TrinidadandTobago/61295/2021	247	2	None	27511:27808	bigDeletion
USA/NC-CDC-ASC210100437/2021	248	2	None	27527:27790	bigDeletion
USA/MO-MSPHL-003766/2021	249	2	None	27511:27808	bigDeletion
USA/WA-CDC-UW21051250084/2021	250	2	None	27528:27784	bigDeletion
USA/WA-UW-66234/2021	251	2	None	27684:27760	bigDeletion
USA/CO-CDPHE-2101486825/2021	252	2	None	27511:27808	bigDeletion
USA/WA-S8704/2021	253	2	None	27747:27790	bigDeletion
USA/WA-S8718/2021	253	2	None	27747:27790	bigDeletion
USA/ND-NDDH-02449/2021	254	2	None	27760:27808	bigDeletion
USA/WA-S9357/2021	255	2	None	27736:27790	bigDeletion
USA/WA-PROV-1334/2021	256	2	None	27647:27808	bigDeletion
USA/RI-RISHL-D03456/2021	257	2	None	27527:27790	bigDeletion
USA/WA-Curative-079925/2021	258	2	None	27635:27790	bigDeletion
USA/WA-PHL-000983/2021	259	2	None	27511:27808	bigDeletion
USA/WA-PHL-001015/2021	260	2	None	27511:27808	bigDeletion
USA/WA-CDC-UW21051983906/2021	261	2	None	27666:27791	bigDeletion
USA/MO-MSPHL-002590/2021	262	2	None	27511:27808	bigDeletion
USA/WA-Curative-027607/2021	263	2	None	27528:27791	bigDeletion
USA/WA-S8020/2021	264	2	None	27556:27791	bigDeletion
USA/WA-S8328/2021	264	2	None	27556:27791	bigDeletion
USA/WA-S7342/2021	265	2	None	27746:27785	bigDeletion
USA/WA-PROV-1303/2021	266	2	None	27778:27808	bigDeletion
USA/WA-UW-21042634576/2021	267	2	None	27746:27791	bigDeletion
USA/WA-PROV-1286/2021	268	2	None	27733:27777	bigDeletion
France/NOR-10846058/2021	269	2	None	27511:27808	bigDeletion
USA/MI-UM-10037887503/2021	270	2	None	27511:27808	bigDeletion
Indonesia/JK-NIHRD-WGS02914/2021	271	2	None	27527:27779	bigDeletion
USA/IA-1576764/2021	272	2	None	27644:27808	bigDeletion
Sweden/UUH-000200179753/2021	273	2	None	27549:27782	bigDeletion
Cameroon/Yaounde-21V-08004/2021	274	2	None	27535:27789	bigDeletion
USA/WA-UW-67132/2021	275	3	None	27566:27790	bigDeletion
USA/WA-UW-2021040102042/2021	275	3	None	27566:27790	bigDeletion
USA/VA-DCLS-5765/2021	276	2	None	27826:28253	bigDeletion
USA/PA-30June2021-CovidONT-Run1-NG_barcode02/2021	277	2	None	27511:27808	bigDeletion
GuineaBissau/09LNSPGB/2021	278	2	None	27511:27808	bigDeletion
GuineaBissau/01LNSPGB/2021	278	2	None	27511:27808	bigDeletion
GuineaBissau/23LNSPGB/2021	279	2	None	27511:27808	bigDeletion
Iraq/Samawa-40/2021	280	2	None	27594:27777	bigDeletion
USA/WA-S7810/2021	281	2	None	27528:27791	bigDeletion
USA/WA-UW-21042683156/2021	282	2	None	27752:27791	bigDeletion
USA/WA-S7080/2021	283	2	None	27527:27791	bigDeletion
USA/WA-S9188/2021	284	2	None	27529:27791	bigDeletion
USA/WA-UW-21042408060/2021	285	2	None	27569:27784	bigDeletion
USA/WA-UW-21042836383/2021	286	2	None	27576:27789	bigDeletion
USA/WA-S9907/2021	287	2	None	27528:27790	bigDeletion
USA/WA-S7951/2021	287	2	None	27528:27790	bigDeletion
USA/WA-Curative-036153/2021	287	2	None	27528:27790	bigDeletion
NewZealand/21MV0096/2021	288	2	None	27756:27808	bigDeletion
USA/TX-TCH-TCMC01321-0821/2021	289	2	None	27599:27808	bigDeletion
USA/CT-PHL-1026885001/2021	290	2	None	27511:27808	bigDeletion
USA/WA-CDC-UW21050357413/2021	291	2	None	27736:27789	bigDeletion
USA/IN-GD-SID-C21183019/2021	292	2	None	27519:27790	bigDeletion
USA/WA-UW-21042665946/2021	293	2	None	27528:27790	bigDeletion
USA/WA-CDC-UW21050367579/2021	293	2	None	27528:27790	bigDeletion
USA/ND-UNDGC-G2021_85_46/2021	294	2	None	27511:27808	bigDeletion
USA/WA-S8650/2021	295	2	None	27527:27938	bigDeletion
USA/MI-MDHHS-SC23406/2021	296	2	None	27526:27803	bigDeletion
USA/MI-MDHHS-SC24057/2021	296	2	None	27526:27803	bigDeletion
USA/WA-S7070/2021	297	2	None	27527:27791	bigDeletion
USA/ND-NDDH-0864/2021	298	3	None	27511:27808	bigDeletion
USA/ND-NDDH-02225/2021	298	3	None	27511:27808	bigDeletion
USA/ND-UNDGC-G2021_103_18/2020	298	3	None	27511:27808	bigDeletion
USA/WA-S8957/2021	299	2	None	27528:27790	bigDeletion
USA/ND-NDDH-0820/2021	300	2	None	27511:27808	bigDeletion
USA/IA-SHL-1604066/2021	301	2	None	27511:27808	bigDeletion
USA/WA-OHSU-212050233/2021	302	2	None	27724:27762	bigDeletion
USA/ND-NDDH-02519/2021	303	2	None	27511:27856	bigDeletion
USA/WA-S8291/2021	304	2	None	27527:27791	bigDeletion
USA/WA-S8222/2021	305	2	None	27568:27790	bigDeletion
USA/WA-S9068/2021	305	2	None	27568:27790	bigDeletion
USA/WA-S8645/2021	306	2	None	27739:27790	bigDeletion
USA/NJ-Yale-1258/2021	307	2	None	27630:27764	bigDeletion
USA/DC-DFS-PHL-0304/2021	307	2	None	27630:27764	bigDeletion
Philippines/PH-PGC-00401/2020	307	2	None	27630:27764	bigDeletion
Cameroon/CV986/2021	308	2	None	27867:28251	bigDeletion
Cameroon/CV987/2021	308	2	None	27867:28251	bigDeletion
USA/WY-WYPHL-21026432/2021	309	2	None	27526:27808	bigDeletion
Ireland/CN-NVRL-21IRL07330/2021	310	2	None	27825:28181	bigDeletion
USA/WA-UW-2021040406957/2021	311	2	None	27751:27781	bigDeletion
USA/IA-SHL-1604067/2021	312	2	None	27511:27808	bigDeletion
USA/MA-MASPHL-01564/2021	313	2	None	27527:27848	bigDeletion
PuertoRico/PR-UPRRP-2364/2021	314	2	None	27527:27791	bigDeletion
USA/WA-UW-21042674957/2021	315	2	None	27528:27790	bigDeletion
USA/IL-RED-STC-35289851/2021	316	2	None	27527:27791	bigDeletion
USA/WA-S7445/2021	317	2	None	27528:27790	bigDeletion
USA/WA-S6075/2021	318	2	None	27527:27790	bigDeletion
USA/WA-S9980/2021	319	2	None	27529:27791	bigDeletion
USA/OR-OHSU-212110640/2021	320	2	None	27696:27775	bigDeletion
Malawi/COM-SEQ8492/2021	321	2	None	27697:27808	bigDeletion
Denmark/DCGC-71525/2021	322	2	None	27535:27762	bigDeletion
Italy/LOM-UNIBS-JH95/2022	323	2	None	27879:27911	bigDeletion
France/OCC-CHU-TLS-210581238101/2021	324	2	None	27527:27792	bigDeletion
USA/DE-Curative-007547/2021	325	2	None	27527:27792	bigDeletion
USA/MO-MSPHL-002110/2021	326	2	None	27511:27808	bigDeletion
Senegal/24866/2020	327	2	None	27527:27791	bigDeletion
Senegal/156885/2021	328	2	None	27710:27766	bigDeletion
Senegal/6944398/2021	329	3	None	27724:27791	bigDeletion
Senegal/9908804/2021	329	3	None	27724:27791	bigDeletion
Senegal/7930193/2021	329	3	None	27724:27791	bigDeletion
Senegal/9908855/2021	329	3	None	27724:27791	bigDeletion
Senegal/10112789/2021	330	2	None	27735:27791	bigDeletion
Senegal/SC20-382/2021	331	2	None	27511:27808	bigDeletion
Senegal/SC20-325/2020	332	2	None	27527:27791	bigDeletion
Senegal/8000773/2021	332	2	None	27527:27791	bigDeletion
SaintLucia/LCA51391/2021	333	4	None	27511:27808	bigDeletion
SaintLucia/59981/2021	333	4	None	27511:27808	bigDeletion
SaintLucia/SLU51389/2021	333	4	None	27511:27808	bigDeletion
AntiguaandBarbuda/77143/2021	333	4	None	27511:27808	bigDeletion
AntiguaandBarbuda/74113/2021	333	4	None	27511:27808	bigDeletion
AntiguaandBarbuda/77140/2021	333	4	None	27511:27808	bigDeletion
SaintLucia/80745/2021	333	4	None	27511:27808	bigDeletion
SaintLucia/74399/2021	333	4	None	27511:27808	bigDeletion
SaintLucia/74395/2021	333	4	None	27511:27808	bigDeletion
SaintLucia/80746/2021	333	4	None	27511:27808	bigDeletion
SaintLucia/80753/2021	333	4	None	27511:27808	bigDeletion
SaintLucia/59980/2021	334	2	None	27511:27808	bigDeletion
USA/IA-1570723/2021	335	2	None	27511:27808	bigDeletion
SaintLucia/74397/2021	336	2	None	27511:27808	bigDeletion
USA/AK-PHL7928/2021	337	2	None	27697:27761	bigDeletion
USA/CO-CDPHE-2100708607/2021	338	2	None	27511:27808	bigDeletion
USA/WA-S6199/2021	339	2	None	27527:27791	bigDeletion
USA/ND-UNDGC-G2021_103_81/2021	339	2	None	27527:27791	bigDeletion
USA/OR-OHSU-211800247/2021	340	2	None	27615:27778	bigDeletion
USA/MA-MASPHL-01848/2021	340	2	None	27615:27778	bigDeletion
USA/MA-MASPHL-01804/2021	340	2	None	27615:27778	bigDeletion
USA/CT-CDPH-0018/2021	341	2	None	27740:27808	bigDeletion
USA/WA-S5758/2021	342	2	None	27527:27791	bigDeletion
USA/WA-S5220/2021	343	2	None	27760:27790	bigDeletion
USA/WA-S5101/2021	343	2	None	27760:27790	bigDeletion
USA/WA-S5099/2021	343	2	None	27760:27790	bigDeletion
USA/WA-S5216/2021	343	2	None	27760:27790	bigDeletion
USA/IN-GD-061521-C21167546/2021	344	2	None	27528:27790	bigDeletion
USA/AZ-TG795493/2021	345	2	None	27735:27790	bigDeletion
USA/MO-MSPHL-000584/2021	346	2	None	27765:27808	bigDeletion
USA/WI-UW-5345/2021	347	2	None	27511:27808	bigDeletion
USA/IL-Yale-S112/2021	348	2	None	27511:27808	bigDeletion
USA/IL-Yale-1268/2021	348	2	None	27511:27808	bigDeletion
USA/WA-UW-2021040404013/2021	349	2	None	27736:27790	bigDeletion
USA/WA-CDC-UW21051734683/2021	350	2	None	27726:27790	bigDeletion
USA/MA-MASPHL-01845/2021	351	2	None	27528:27790	bigDeletion
USA/TN-CDC-ASC210062985/2021	351	2	None	27528:27790	bigDeletion
USA/WA-UW-2021040822808/2021	351	2	None	27528:27790	bigDeletion
USA/WA-UW-68083/2021	352	2	None	27634:27790	bigDeletion
USA/WA-UW-21042900148/2021	353	2	None	27527:27789	bigDeletion
USA/UT-UPHL-210417970132/2021	354	3	None	27528:27788	bigDeletion
USA/UT-UPHL-210449171758/2021	354	3	None	27528:27788	bigDeletion
USA/CT-CDC-QDX24863555/2021	355	2	None	27825:28104	bigDeletion
USA/WA-CDC-UW21061803815/2021	356	2	None	27702:27784	bigDeletion
USA/WA-CDC-UW21051960317/2021	357	2	None	27559:27784	bigDeletion
USA/WA-CDC-UW21060397030/2021	358	2	None	27727:27784	bigDeletion
USA/WA-S4365/2021	359	2	None	27527:27803	bigDeletion
USA/AZ-ASU6268/2021	360	2	None	27842:28250	bigDeletion
USA/WA-UW-21043057791/2021	361	2	None	27527:27790	bigDeletion
USA/UT-UPHL-2102149368/2021	362	2	None	27777:27808	bigDeletion
USA/WA-UW-2021040207853/2021	363	2	None	27527:27784	bigDeletion
USA/WA-Curative-009582/2021	364	2	None	27527:27791	bigDeletion
USA/WY-WPHL-21024135/2021	365	2	None	27526:27803	bigDeletion
USA/WA-S9527/2021	366	2	None	27717:27791	bigDeletion
USA/AR-UNM-V00118/2021	367	2	None	27400:27808	bigDeletion
USA/MO-MSPHL-002325/2021	368	2	None	27511:27808	bigDeletion
USA/WA-Curative-057292/2021	369	2	None	27527:27791	bigDeletion
USA/WA-S7021/2021	370	2	None	27527:27790	bigDeletion
USA/WA-CDC-UW21052600938/2021	371	2	None	27751:27784	bigDeletion
USA/WA-S9331/2021	372	2	None	27529:27790	bigDeletion
USA/WA-CDC-UW21070606934/2021	373	2	None	27752:27784	bigDeletion
USA/WA-S7365/2021	374	2	None	27528:27790	bigDeletion
USA/WA-S8386/2021	374	2	None	27528:27790	bigDeletion
USA/WA-S7780/2021	375	2	None	27748:27790	bigDeletion
USA/WA-CDC-FG-034292/2021	376	2	None	27612:27786	bigDeletion
USA/WA-S7934/2021	377	2	None	27732:27788	bigDeletion
USA/WA-S8019/2021	378	2	None	27725:27790	bigDeletion
USA/WA-S7704/2021	378	2	None	27725:27790	bigDeletion
USA/WA-S7651/2021	378	2	None	27725:27790	bigDeletion
USA/WA-S7655/2021	378	2	None	27725:27790	bigDeletion
USA/WA-UW-21051054603/2021	379	2	None	27747:27784	bigDeletion
USA/WA-S7846/2021	380	2	None	27527:27791	bigDeletion
USA/WA-S8505/2021	381	2	None	27556:27791	bigDeletion
USA/WA-S8613/2021	382	2	None	27528:27791	bigDeletion
USA/WA-UW-21051500706/2021	383	2	None	27678:27790	bigDeletion
USA/WA-CDC-UW21061154307/2021	384	2	None	27843:27874	bigDeletion
USA/WA-CDC-UW21071807386/2021	385	2	None	27844:28079	bigDeletion
USA/WA-PROV-1340/2021	386	2	None	27723:27791	bigDeletion
USA/WA-S7079/2021	386	2	None	27723:27791	bigDeletion
USA/WA-S7469/2021	387	2	None	27527:27790	bigDeletion
USA/WA-S7175/2021	388	2	None	27731:27790	bigDeletion
USA/WA-S7188/2021	388	2	None	27731:27790	bigDeletion
USA/WA-UW-21042858634/2021	388	2	None	27731:27790	bigDeletion
USA/WA-CDC-UW21070984434/2021	389	2	None	27750:27790	bigDeletion
USA/WA-UW-21042974335/2021	390	2	None	27528:27790	bigDeletion
USA/ND-NDDH-01402/2021	391	2	None	27511:27808	bigDeletion
USA/WA-CDC-UW21050658865/2021	392	2	None	27752:27789	bigDeletion
USA/WA-S7526/2021	393	2	None	27701:27790	bigDeletion
USA/WA-Curative-024625/2021	394	2	None	27849:27883	bigDeletion
USA/AZ-TG758780/2021	395	2	None	27527:27791	bigDeletion
USA/WA-CDC-UW21043008549/2021	396	2	None	27753:27790	bigDeletion
USA/OR-OHSU-212000337/2021	397	2	None	27527:27791	bigDeletion
USA/NC-CDC-STM-0000013-A07/2021	398	2	None	27527:27785	bigDeletion
U.S.VirginIslands/VI-Yale-5706/2021	399	2	None	27511:27808	bigDeletion
USA/WA-UW-21042877344/2021	400	2	None	27534:27790	bigDeletion
USA/WA-UW-21050717955/2021	401	2	None	27527:27789	bigDeletion
USA/WA-PROV-1362/2021	402	3	None	27743:27784	bigDeletion
USA/WA-S8070/2021	402	3	None	27743:27784	bigDeletion
USA/WA-S9116/2021	402	3	None	27743:27784	bigDeletion
USA/WA-UW-21042728954/2021	402	3	None	27743:27784	bigDeletion
USA/WA-UW-21051542072/2021	402	3	None	27743:27784	bigDeletion
USA/WA-UW-21042976116/2021	402	3	None	27743:27784	bigDeletion
USA/WA-UW-21052780411/2021	402	3	None	27743:27784	bigDeletion
USA/WA-UW-21050638788/2021	402	3	None	27743:27784	bigDeletion
USA/WA-UW-21043075327/2021	402	3	None	27743:27784	bigDeletion
USA/WA-UW-21052824118/2021	402	3	None	27743:27784	bigDeletion
USA/WA-CDC-UW21051013448/2021	402	3	None	27743:27784	bigDeletion
USA/WA-S9159/2020	403	2	None	27743:27789	bigDeletion
USA/WA-S8665/2021	404	2	None	27528:27790	bigDeletion
USA/WA-S8663/2021	404	2	None	27528:27790	bigDeletion
USA/OR-OHSU-211800275/2021	405	2	None	27527:27791	bigDeletion
USA/WY-WPHL-20171090/2020	406	3	None	27511:27808	bigDeletion
USA/WY-WPHL-21022704/2021	406	3	None	27511:27808	bigDeletion
USA/AZ-TG759062/2021	407	2	None	27568:27790	bigDeletion
USA/WA-S6335/2021	407	2	None	27568:27790	bigDeletion
USA/NC-ECU-CORVASEQ-108728906/2021	407	2	None	27568:27790	bigDeletion
USA/WA-S5888/2021	408	2	None	27527:27791	bigDeletion
USA/OR-OHSU-211820340/2021	409	2	None	27527:27791	bigDeletion
USA/WA-S7221/2021	410	2	None	27602:27785	bigDeletion
USA/WA-S7117/2021	410	2	None	27602:27785	bigDeletion
USA/WA-S6700/2021	410	2	None	27602:27785	bigDeletion
USA/WA-S6249/2021	410	2	None	27602:27785	bigDeletion
USA/WA-S7851/2021	410	2	None	27602:27785	bigDeletion
USA/WA-S7254/2021	410	2	None	27602:27785	bigDeletion
USA/WA-CDC-UW21052128049/2021	411	2	None	27527:27790	bigDeletion
USA/WA-S9918/2021	412	2	None	27812:28088	bigDeletion
USA/WA-S9161/2021	413	2	None	27550:27791	bigDeletion
USA/WA-UW-21051139740/2021	414	2	None	27527:27784	bigDeletion
USA/WA-CDC-UW21052114206/2021	415	2	None	27558:27784	bigDeletion
Albania/210901064/2021	416	3	None	27581:27790	bigDeletion
USA/RI-RISHL-D01110/2021	416	3	None	27581:27790	bigDeletion
Bangladesh/ideSHi-045/2020	416	3	None	27581:27790	bigDeletion
USA/ND-NDDH-3280/2021	416	3	None	27581:27790	bigDeletion
England/MILK-1320408/2021	416	3	None	27581:27790	bigDeletion
CaboVerde/Fogo_3600/2021	417	2	None	27727:27791	bigDeletion
Luxembourg/LNS2703973/2021	418	2	None	27752:27825	bigDeletion
Mexico/CHH_LANGEBIO_IMSS_45998-NC/2021	419	2	None	27527:27789	bigDeletion
USA/WA-CDC-UW21050429001/2021	420	2	None	27747:27797	bigDeletion
USA/WA-UW-21050449425/2021	420	2	None	27747:27797	bigDeletion
USA/WA-UW-21050470466/2021	421	2	None	27725:27791	bigDeletion
USA/CT-Yale-S153/2021	422	2	None	27511:27808	bigDeletion
USA/WA-UW-21050550989/2021	423	2	None	27727:27798	bigDeletion
Romania/CT-474813/2021	424	2	None	27768:27859	bigDeletion
USA/WA-CDC-UW21070602136/2021	425	2	None	27628:27790	bigDeletion
Poland/1699WSN2021_wsseol/2021	426	2	None	27511:27808	bigDeletion
Poland/WGS-CoV-PZH-UMB-0500/2021	426	2	None	27511:27808	bigDeletion
Qatar/QA.QU_18.15.B9/2021	427	2	None	27202:27808	bigDeletion
Ireland/D-NVRL-t22IRL31683/2021	428	2	None	27511:27808	bigDeletion
USA/WA-CDC-UW21052616050/2021	429	3	None	27740:27784	bigDeletion
USA/WA-UW-2021040202183/2021	429	3	None	27740:27784	bigDeletion
USA/IA-SHL-1575494R/2021	430	2	None	27685:27808	bigDeletion
NewZealand/21CH0030/2021	431	2	None	27511:27808	bigDeletion
USA/ND-NDDH-0314/2021	432	2	None	27528:27790	bigDeletion
England/EKHU-2610A4F/2020	433	2	None	27527:27790	bigDeletion
Belgium/rega-23121512/2020	434	2	None	27511:27808	bigDeletion
Albania/210901063/2021	435	2	None	27727:27790	bigDeletion
Canada/QC-1nDJXP-8144280976/2021	436	3	None	27825:28416	bigDeletion
Canada/QC-1nIOU-B3181032/2021	436	3	None	27825:28416	bigDeletion
Congo/FCRM-54-6939/2021	437	2	None	27775:27808	bigDeletion
Congo/FCRM-55-6959/2021	437	2	None	27775:27808	bigDeletion
Indonesia/JI-ITD-42606N/2021	438	2	None	27791:27835	bigDeletion
HongKong/VM21028468/2021	439	2	None	27683:27755	bigDeletion
Belgium/UGent-8723/2021	440	2	None	27511:27808	bigDeletion
Morocco/nCoV20326487/2021	441	2	None	27511:27808	bigDeletion
Russia/SPE-RII-33326S/2021	442	2	None	27811:28256	bigDeletion
USA/ND-NDDH-01959/2021	443	2	None	27727:27764	bigDeletion
USA/SD-SDPHL-0302/2021	443	2	None	27727:27764	bigDeletion
CaboVerde/Santiago_32082/2021	444	2	None	27528:27791	bigDeletion
USA/WA-S6046/2021	445	2	None	27527:27791	bigDeletion
Senegal/10113045/2021	446	2	None	27617:27986	bigDeletion
USA/WA-CDC-UW21051349553/2021	447	2	None	27679:27789	bigDeletion
USA/WA-CDC-UW21042700064/2021	448	2	None	27739:27790	bigDeletion
Latvia/5444/2021	449	2	None	27669:27760	bigDeletion
Argentina/PAIS-D0135/2021	450	2	None	27522:27796	bigDeletion
Argentina/PAIS-D0205/2021	451	2	None	27522:27795	bigDeletion
Argentina/PAIS-D0206/2021	451	2	None	27522:27795	bigDeletion
